IVFPQ

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 1.189
Nearest neighbor-33: A0KGL5, Distance: 1.029
Nearest neighbor-34: A9WT85, Distance: 1.039
Nearest neighbor-35: Q3SIK7, Distance: 1.039
Nearest neighbor-36: C5BEJ2, Distance: 1.040
Nearest neighbor-37: Q3Z9B4, Distance: 1.054
Nearest neighbor-38: Q48LP5, Distance: 1.109
Nearest neighbor-39: Q641Y8, Distance: 1.148
Nearest neighbor-40: Q65191, Distance: 1.163
Nearest neighbor-41: Q5NVJ8, Distance: 1.167
Nearest neighbor-42: Q3KGV8, Distance: 1.184
Nearest neighbor-43: P40562, Distance: 1.189
Nearest neighbor-44: Q4WWE9, Distance: 1.214
Nearest neighbor-45: Q21489, Distance: 1.214
Nearest neighbor-46: Q55G81, Distance: 1.245
Nearest neighbor-47: P18074, Distance: 1.259
Nearest neighbor-48: Q10D00, Distance: 1.288
Nearest neighbor-49: Q9T1Q7, Distance: 1.355
Nearest neighbor-50: Q03VV4, Distance: 1.408

Query: A0A009PCK4
Nearest neighbor-1: P14181, Distance: 1.671
Nearest neighbor-2: A5UG81, Distance: 1.720
Nearest neighbor-3: P44033, Distance: 1.840
Nearest neighbor-4: Q4QLU9, Distance: 1.912
Nearest neighbor-5: B2J946, Distance: 2.005
Nearest neighbor-6: A1SW96, Distance: 2.015
Nearest neighbor-7: P75612, Distance: 2.061
Nearest neighbor-8: B6EL06, Distance: 2.080
Nearest neighbor-9: B0V636, Distance: 2.098
Nearest neighbor-10: Q9CPH1, Distance: 2.131
Nearest neighbor-11: E1WH94, Distance: 2.133
Nearest neighbor-12: P54504, Distance: 2.133
Nearest neighbor-13: P0DMD0, Distance: 2.138
Nearest neighbor-14: P0CZ68, Distance: 2.192
Nearest neighbor-15: Q9CL07, Distance: 2.214
Nearest neighbor-16: Q5E320, Distance: 2.238
Nearest neighbor-17: B0VKL3, Distance: 2.245
Nearest neighbor-18: P45544, Distance: 2.256
Nearest neighbor-19: Q9KRA6, Distance: 2.258
Nearest neighbor-20: Q9KD20, Distance: 2.262
Nearest neighbor-21: P77473, Distance: 2.267
Nearest neighbor-22: A5F7F2, Distance: 2.268
Nearest neighbor-23: B9DVF5, Distance: 2.312
Nearest neighbor-24: P0A3A6, Distance: 2.312
Nearest neighbor-25: P0DA68, Distance: 2.312
Nearest neighbor-26: Q55370, Distance: 2.339
Nearest neighbor-27: Q47282, Distance: 2.347
Nearest neighbor-28: A1JP11, Distance: 2.409
Nearest neighbor-29: Q9CN81, Distance: 2.412
Nearest neighbor-30: Q4A9N3, Distance: 2.423
Nearest neighbor-31: Q6G970, Distance: 2.425
Nearest neighbor-32: Q3YZV4, Distance: 2.428
Nearest neighbor-33: B1LLK6, Distance: 2.434
Nearest neighbor-34: C4ZU94, Distance: 2.439
Nearest neighbor-35: P0A6R9, Distance: 2.469
Nearest neighbor-36: A9MN98, Distance: 2.469
Nearest neighbor-37: Q0T029, Distance: 2.469
Nearest neighbor-38: B4TX93, Distance: 2.469
Nearest neighbor-39: C5BEX0, Distance: 2.469
Nearest neighbor-40: P0AD43, Distance: 2.470
Nearest neighbor-41: A1RFA1, Distance: 2.472
Nearest neighbor-42: Q8ZAX8, Distance: 2.478
Nearest neighbor-43: P57902, Distance: 2.488
Nearest neighbor-44: Q8DAR7, Distance: 2.494
Nearest neighbor-45: C6DIJ6, Distance: 2.506
Nearest neighbor-46: Q5ZVZ3, Distance: 2.516
Nearest neighbor-47: P96674, Distance: 2.527
Nearest neighbor-48: B7M394, Distance: 2.542
Nearest neighbor-49: B7NBU7, Distance: 2.550
Nearest neighbor-50: O34555, Distance: 2.762

Query: A0A009I3Y5
Nearest neighbor-1: P14181, Distance: 1.687
Nearest neighbor-2: A5UG81, Distance: 1.750
Nearest neighbor-3: P44033, Distance: 1.860
Nearest neighbor-4: Q4QLU9, Distance: 1.906
Nearest neighbor-5: B2J946, Distance: 2.008
Nearest neighbor-6: A1SW96, Distance: 2.021
Nearest neighbor-7: Q7VP87, Distance: 2.039
Nearest neighbor-8: P75612, Distance: 2.058
Nearest neighbor-9: B6EL06, Distance: 2.084
Nearest neighbor-10: B0V636, Distance: 2.109
Nearest neighbor-11: E1WH94, Distance: 2.116
Nearest neighbor-12: Q9CPH1, Distance: 2.116
Nearest neighbor-13: P54504, Distance: 2.131
Nearest neighbor-14: P0DMD0, Distance: 2.137
Nearest neighbor-15: P0CZ68, Distance: 2.194
Nearest neighbor-16: Q9CL07, Distance: 2.214
Nearest neighbor-17: Q5E320, Distance: 2.226
Nearest neighbor-18: B0VKL3, Distance: 2.238
Nearest neighbor-19: P45544, Distance: 2.253
Nearest neighbor-20: P77473, Distance: 2.269
Nearest neighbor-21: Q9KRA6, Distance: 2.269
Nearest neighbor-22: Q9KD20, Distance: 2.274
Nearest neighbor-23: A5F7F2, Distance: 2.279
Nearest neighbor-24: B9DVF5, Distance: 2.310
Nearest neighbor-25: Q55370, Distance: 2.343
Nearest neighbor-26: Q47282, Distance: 2.346
Nearest neighbor-27: A1JP11, Distance: 2.406
Nearest neighbor-28: Q9CN81, Distance: 2.419
Nearest neighbor-29: Q6G970, Distance: 2.427
Nearest neighbor-30: Q3YZV4, Distance: 2.429
Nearest neighbor-31: Q4A9N3, Distance: 2.430
Nearest neighbor-32: B1LLK6, Distance: 2.435
Nearest neighbor-33: C4ZU94, Distance: 2.440
Nearest neighbor-34: A9MN98, Distance: 2.453
Nearest neighbor-35: P0A6R9, Distance: 2.453
Nearest neighbor-36: Q0T029, Distance: 2.453
Nearest neighbor-37: C5BEX0, Distance: 2.453
Nearest neighbor-38: B4TX93, Distance: 2.453
Nearest neighbor-39: Q8ZAX8, Distance: 2.462
Nearest neighbor-40: P0AD43, Distance: 2.464
Nearest neighbor-41: A1RFA1, Distance: 2.467
Nearest neighbor-42: P57902, Distance: 2.475
Nearest neighbor-43: C6DIJ6, Distance: 2.491
Nearest neighbor-44: Q5ZVZ3, Distance: 2.517
Nearest neighbor-45: Q0T1T1, Distance: 2.519
Nearest neighbor-46: B7M8I9, Distance: 2.519
Nearest neighbor-47: B7M394, Distance: 2.534
Nearest neighbor-48: B7NBU7, Distance: 2.541
Nearest neighbor-49: Q1R8F7, Distance: 2.561
Nearest neighbor-50: O34555, Distance: 2.762

Query: A0A010Q3W2
Nearest neighbor-1: D1ZEM6, Distance: 1.149
Nearest neighbor-2: Q2UUT4, Distance: 1.179
Nearest neighbor-3: A2QI22, Distance: 1.235
Nearest neighbor-4: P0CS56, Distance: 1.237
Nearest neighbor-5: A1CXL0, Distance: 1.244
Nearest neighbor-6: P0CS29, Distance: 1.286
Nearest neighbor-7: Q9S7I8, Distance: 1.298
Nearest neighbor-8: Q9SU78, Distance: 1.312
Nearest neighbor-9: Q9P7C0, Distance: 1.318
Nearest neighbor-10: A2RAG5, Distance: 1.326
Nearest neighbor-11: C1GB49, Distance: 1.326
Nearest neighbor-12: O35828, Distance: 1.332
Nearest neighbor-13: Q8VYZ5, Distance: 1.352
Nearest neighbor-14: O82266, Distance: 1.358
Nearest neighbor-15: Q652L2, Distance: 1.370
Nearest neighbor-16: A8NZM5, Distance: 1.381
Nearest neighbor-17: Q8TEB1, Distance: 1.391
Nearest neighbor-18: Q5NVM2, Distance: 1.393
Nearest neighbor-19: A4IGH4, Distance: 1.400
Nearest neighbor-20: C5DF48, Distance: 1.410
Nearest neighbor-21: Q96U88, Distance: 1.420
Nearest neighbor-22: O22785, Distance: 1.433
Nearest neighbor-23: G5EEG7, Distance: 1.437
Nearest neighbor-24: Q8BX09, Distance: 1.441
Nearest neighbor-25: Q4P553, Distance: 1.446
Nearest neighbor-26: Q8CFJ9, Distance: 1.451
Nearest neighbor-27: Q9WUC8, Distance: 1.467
Nearest neighbor-28: Q24246, Distance: 1.475
Nearest neighbor-29: Q8BH57, Distance: 1.483
Nearest neighbor-30: Q05B30, Distance: 1.487
Nearest neighbor-31: P0CS37, Distance: 1.489
Nearest neighbor-32: P0DL28, Distance: 1.494
Nearest neighbor-33: O74340, Distance: 1.495
Nearest neighbor-34: Q2UA71, Distance: 1.511
Nearest neighbor-35: Q8C6G8, Distance: 1.512
Nearest neighbor-36: Q6TEN6, Distance: 1.517
Nearest neighbor-37: P93107, Distance: 1.525
Nearest neighbor-38: P0CS40, Distance: 1.550
Nearest neighbor-39: Q6KAU8, Distance: 1.581
Nearest neighbor-40: O14021, Distance: 1.586
Nearest neighbor-41: A2QPW4, Distance: 1.587
Nearest neighbor-42: B4GIJ0, Distance: 1.589
Nearest neighbor-43: Q9FMU5, Distance: 1.592
Nearest neighbor-44: B4J8H6, Distance: 1.603
Nearest neighbor-45: Q75E14, Distance: 1.631
Nearest neighbor-46: Q6P315, Distance: 1.633
Nearest neighbor-47: Q7ZTY4, Distance: 1.638
Nearest neighbor-48: Q9NV06, Distance: 1.652
Nearest neighbor-49: Q5R654, Distance: 1.671
Nearest neighbor-50: Q71UF4, Distance: 1.705

Query: A0A009HPM0
Nearest neighbor-1: B2TWG0, Distance: 1.437
Nearest neighbor-2: B1LNS5, Distance: 1.449
Nearest neighbor-3: A1RP91, Distance: 1.454
Nearest neighbor-4: B5BJN9, Distance: 1.457
Nearest neighbor-5: Q5PK68, Distance: 1.457
Nearest neighbor-6: B0VRJ4, Distance: 1.482
Nearest neighbor-7: Q7MHY6, Distance: 1.486
Nearest neighbor-8: A6VLF9, Distance: 1.487
Nearest neighbor-9: Q7MAX6, Distance: 1.495
Nearest neighbor-10: A3QHZ8, Distance: 1.497
Nearest neighbor-11: B0VKL3, Distance: 1.506
Nearest neighbor-12: A8GL74, Distance: 1.512
Nearest neighbor-13: Q12SP8, Distance: 1.523
Nearest neighbor-14: A3D8E4, Distance: 1.525
Nearest neighbor-15: C5BC48, Distance: 1.536
Nearest neighbor-16: B1IRN3, Distance: 1.543
Nearest neighbor-17: B6EL06, Distance: 1.543
Nearest neighbor-18: B4ET17, Distance: 1.559
Nearest neighbor-19: Q3IHQ6, Distance: 1.579
Nearest neighbor-20: A4TQK1, Distance: 1.585
Nearest neighbor-21: Q7VP87, Distance: 1.587
Nearest neighbor-22: Q8EIL1, Distance: 1.593
Nearest neighbor-23: Q7MIT5, Distance: 1.600
Nearest neighbor-24: Q6D3S2, Distance: 1.623
Nearest neighbor-25: Q2NQZ6, Distance: 1.651
Nearest neighbor-26: A9MRB9, Distance: 1.653
Nearest neighbor-27: B5F512, Distance: 1.656
Nearest neighbor-28: B2TZQ2, Distance: 1.686
Nearest neighbor-29: Q9RHS9, Distance: 1.690
Nearest neighbor-30: Q1CGA8, Distance: 1.694
Nearest neighbor-31: C3K2F6, Distance: 1.698
Nearest neighbor-32: Q57R80, Distance: 1.728
Nearest neighbor-33: B0V7R3, Distance: 1.730
Nearest neighbor-34: Q55370, Distance: 1.737
Nearest neighbor-35: B1JQP6, Distance: 1.744
Nearest neighbor-36: Q5PGN2, Distance: 1.756
Nearest neighbor-37: C5BED3, Distance: 1.814
Nearest neighbor-38: A9NAQ7, Distance: 1.829
Nearest neighbor-39: Q9PH03, Distance: 1.846
Nearest neighbor-40: Q74SR9, Distance: 1.863
Nearest neighbor-41: A8FRM9, Distance: 1.869
Nearest neighbor-42: Q0T1T1, Distance: 1.878
Nearest neighbor-43: B7M8I9, Distance: 1.878
Nearest neighbor-44: B1XBQ2, Distance: 1.883
Nearest neighbor-45: B2TYI8, Distance: 1.889
Nearest neighbor-46: Q3M3Q5, Distance: 1.894
Nearest neighbor-47: Q1R8F7, Distance: 1.906
Nearest neighbor-48: Q9KU62, Distance: 1.926
Nearest neighbor-49: B5QTV6, Distance: 1.974
Nearest neighbor-50: A9N0W9, Distance: 1.988

Query: A0A009HLV9
Nearest neighbor-1: P28787, Distance: 0.570
Nearest neighbor-2: Q06065, Distance: 0.887
Nearest neighbor-3: Q5E3W8, Distance: 0.915
Nearest neighbor-4: P23747, Distance: 0.951
Nearest neighbor-5: O87455, Distance: 0.955
Nearest neighbor-6: P59402, Distance: 0.987
Nearest neighbor-7: A8A3I6, Distance: 0.999
Nearest neighbor-8: B6I695, Distance: 1.009
Nearest neighbor-9: B7N6T9, Distance: 1.013
Nearest neighbor-10: Q0TEH1, Distance: 1.015
Nearest neighbor-11: P36219, Distance: 1.027
Nearest neighbor-12: B4T3B0, Distance: 1.029
Nearest neighbor-13: B4TT16, Distance: 1.039
Nearest neighbor-14: Q8EEF3, Distance: 1.051
Nearest neighbor-15: P37931, Distance: 1.066
Nearest neighbor-16: Q3K999, Distance: 1.069
Nearest neighbor-17: P0A812, Distance: 1.095
Nearest neighbor-18: Q15RN6, Distance: 1.100
Nearest neighbor-19: B7NBL1, Distance: 1.103
Nearest neighbor-20: Q03YJ6, Distance: 1.105
Nearest neighbor-21: A5FRK7, Distance: 1.124
Nearest neighbor-22: Q220I3, Distance: 1.135
Nearest neighbor-23: P37930, Distance: 1.142
Nearest neighbor-24: B0JY77, Distance: 1.142
Nearest neighbor-25: A1U1B9, Distance: 1.176
Nearest neighbor-26: Q5H2A4, Distance: 1.188
Nearest neighbor-27: Q3BQF5, Distance: 1.191
Nearest neighbor-28: Q13UC0, Distance: 1.192
Nearest neighbor-29: Q7WGB3, Distance: 1.214
Nearest neighbor-30: P0DF50, Distance: 1.220
Nearest neighbor-31: Q88V03, Distance: 1.229
Nearest neighbor-32: Q9KDI8, Distance: 1.240
Nearest neighbor-33: P61529, Distance: 1.248
Nearest neighbor-34: Q83BE0, Distance: 1.259
Nearest neighbor-35: Q92BI2, Distance: 1.263
Nearest neighbor-36: C1DRF8, Distance: 1.282
Nearest neighbor-37: Q6HDA6, Distance: 1.284
Nearest neighbor-38: Q634C4, Distance: 1.284
Nearest neighbor-39: Q817W4, Distance: 1.289
Nearest neighbor-40: B4SDZ7, Distance: 1.295
Nearest neighbor-41: A5WFF6, Distance: 1.312
Nearest neighbor-42: A8ZUH7, Distance: 1.313
Nearest neighbor-43: Q4FTT9, Distance: 1.315
Nearest neighbor-44: C0REW5, Distance: 1.319
Nearest neighbor-45: B7K9M6, Distance: 1.413
Nearest neighbor-46: A2SQT3, Distance: 1.423
Nearest neighbor-47: A4QEN3, Distance: 1.461
Nearest neighbor-48: B9KKV4, Distance: 1.474
Nearest neighbor-49: Q2RHT7, Distance: 1.495
Nearest neighbor-50: A1R724, Distance: 1.513

Query: A0A009HL96
Nearest neighbor-1: Q5HI09, Distance: 0.639
Nearest neighbor-2: P33112, Distance: 0.642
Nearest neighbor-3: Q99VW2, Distance: 0.660
Nearest neighbor-4: Q8CQ37, Distance: 0.675
Nearest neighbor-5: Q99RR6, Distance: 0.750
Nearest neighbor-6: Q9AE24, Distance: 0.779
Nearest neighbor-7: P28257, Distance: 0.784
Nearest neighbor-8: P0CAW8, Distance: 0.789
Nearest neighbor-9: A6WZ81, Distance: 0.853
Nearest neighbor-10: P45189, Distance: 0.885
Nearest neighbor-11: A0A0H2UQ68, Distance: 0.956
Nearest neighbor-12: P0A4H8, Distance: 0.980
Nearest neighbor-13: P0C000, Distance: 1.055
Nearest neighbor-14: Q2FH23, Distance: 1.055
Nearest neighbor-15: Q5HPC3, Distance: 1.102
Nearest neighbor-16: Q1XDE4, Distance: 1.169
Nearest neighbor-17: P0AA17, Distance: 1.215
Nearest neighbor-18: A0A0H3NGY1, Distance: 1.215
Nearest neighbor-19: Q9KM23, Distance: 1.239
Nearest neighbor-20: P26319, Distance: 1.248
Nearest neighbor-21: P96686, Distance: 1.275
Nearest neighbor-22: Q55890, Distance: 1.354
Nearest neighbor-23: Q7A3U5, Distance: 1.360
Nearest neighbor-24: Q5HEP0, Distance: 1.371
Nearest neighbor-25: Q6GFH3, Distance: 1.383
Nearest neighbor-26: Q6G850, Distance: 1.383
Nearest neighbor-27: P44845, Distance: 1.383
Nearest neighbor-28: P23620, Distance: 1.449
Nearest neighbor-29: Q52376, Distance: 1.494
Nearest neighbor-30: P60610, Distance: 1.678
Nearest neighbor-31: Q87S86, Distance: 1.720
Nearest neighbor-32: Q9ZM64, Distance: 1.744
Nearest neighbor-33: Q8GVV6, Distance: 1.750
Nearest neighbor-34: A1W0A5, Distance: 1.752
Nearest neighbor-35: A6QJN2, Distance: 1.772
Nearest neighbor-36: Q2KCH7, Distance: 1.826
Nearest neighbor-37: A5VUU3, Distance: 1.826
Nearest neighbor-38: A9MBQ2, Distance: 1.826
Nearest neighbor-39: Q8D5Z6, Distance: 1.852
Nearest neighbor-40: O48929, Distance: 1.901
Nearest neighbor-41: A7GRN6, Distance: 2.037
Nearest neighbor-42: Q2FY80, Distance: 2.050
Nearest neighbor-43: A6TS61, Distance: 2.111
Nearest neighbor-44: P0AC76, Distance: 2.171
Nearest neighbor-45: P96601, Distance: 2.209
Nearest neighbor-46: P0ACJ1, Distance: 2.257
Nearest neighbor-47: O07627, Distance: 2.438
Nearest neighbor-48: O05404, Distance: 2.455
Nearest neighbor-49: P44790, Distance: 2.503
Nearest neighbor-50: A1A8H2, Distance: 2.697

Query: A0A009HQC9
Nearest neighbor-1: Q0HR19, Distance: 0.519
Nearest neighbor-2: Q0HMR2, Distance: 0.521
Nearest neighbor-3: A0KGL5, Distance: 0.521
Nearest neighbor-4: A1A7A6, Distance: 0.573
Nearest neighbor-5: A7ZW09, Distance: 0.579
Nearest neighbor-6: B0BT63, Distance: 0.579
Nearest neighbor-7: A7MSB2, Distance: 0.586
Nearest neighbor-8: Q48LP5, Distance: 0.609
Nearest neighbor-9: B5FI41, Distance: 0.610
Nearest neighbor-10: Q5PDF0, Distance: 0.613
Nearest neighbor-11: Q3KGV8, Distance: 0.669
Nearest neighbor-12: Q9HYT6, Distance: 0.745
Nearest neighbor-13: A7FKM4, Distance: 0.940
Nearest neighbor-14: C5BEJ2, Distance: 0.943
Nearest neighbor-15: Q57RF9, Distance: 0.987
Nearest neighbor-16: A9MTI2, Distance: 0.987
Nearest neighbor-17: C0PWY7, Distance: 0.987
Nearest neighbor-18: B5F076, Distance: 0.987
Nearest neighbor-19: Q5X0E6, Distance: 0.999
Nearest neighbor-20: A4W8C2, Distance: 1.027
Nearest neighbor-21: A7ZY35, Distance: 1.051
Nearest neighbor-22: B7NA78, Distance: 1.051
Nearest neighbor-23: B8G8R1, Distance: 1.109
Nearest neighbor-24: A9WT85, Distance: 1.115
Nearest neighbor-25: Q50939, Distance: 1.140
Nearest neighbor-26: Q1JBD1, Distance: 1.148
Nearest neighbor-27: Q99ZA5, Distance: 1.154
Nearest neighbor-28: C0MBD7, Distance: 1.170
Nearest neighbor-29: Q9ZDW2, Distance: 1.170
Nearest neighbor-30: Q8ZQN7, Distance: 1.172
Nearest neighbor-31: P52126, Distance: 1.176
Nearest neighbor-32: Q54986, Distance: 1.196
Nearest neighbor-33: B1IC35, Distance: 1.199
Nearest neighbor-34: Q47EI2, Distance: 1.202
Nearest neighbor-35: A1VDN0, Distance: 1.212
Nearest neighbor-36: Q7W8V6, Distance: 1.219
Nearest neighbor-37: Q3SIK7, Distance: 1.221
Nearest neighbor-38: Q8CWX7, Distance: 1.227
Nearest neighbor-39: A3CNJ9, Distance: 1.237
Nearest neighbor-40: Q49VV6, Distance: 1.241
Nearest neighbor-41: Q2WCN1, Distance: 1.244
Nearest neighbor-42: P0C9B2, Distance: 1.249
Nearest neighbor-43: Q88NV1, Distance: 1.306
Nearest neighbor-44: P18074, Distance: 1.364
Nearest neighbor-45: Q9ZKA0, Distance: 1.370
Nearest neighbor-46: Q9T1Q7, Distance: 1.414
Nearest neighbor-47: Q65191, Distance: 1.425
Nearest neighbor-48: Q663P9, Distance: 1.443
Nearest neighbor-49: Q329T4, Distance: 1.477
Nearest neighbor-50: Q03VV4, Distance: 1.595

Query: A0A010Q8R4
Nearest neighbor-1: Q9P4R5, Distance: 1.221
Nearest neighbor-2: Q652L2, Distance: 1.226
Nearest neighbor-3: P0CS56, Distance: 1.244
Nearest neighbor-4: P0CS29, Distance: 1.268
Nearest neighbor-5: Q5NVM2, Distance: 1.330
Nearest neighbor-6: Q2UUT4, Distance: 1.341
Nearest neighbor-7: Q6CXX3, Distance: 1.349
Nearest neighbor-8: A1CBB8, Distance: 1.373
Nearest neighbor-9: Q9P7C0, Distance: 1.379
Nearest neighbor-10: Q24246, Distance: 1.385
Nearest neighbor-11: A2RAG5, Distance: 1.388
Nearest neighbor-12: Q9SU78, Distance: 1.397
Nearest neighbor-13: A1DE24, Distance: 1.432
Nearest neighbor-14: Q8BX09, Distance: 1.439
Nearest neighbor-15: Q5ZMV9, Distance: 1.462
Nearest neighbor-16: Q20059, Distance: 1.473
Nearest neighbor-17: O35828, Distance: 1.503
Nearest neighbor-18: Q96U88, Distance: 1.533
Nearest neighbor-19: Q8CFJ9, Distance: 1.542
