IVFPQ

Query: A0A009HQC9
Nearest neighbor-1: Q0HR19, Distance: 0.519
Nearest neighbor-5: Q9AE24, Distance: 0.779
Nearest neighbor-6: A6WZ81, Distance: 0.853
Nearest neighbor-7: P45189, Distance: 0.885
Nearest neighbor-8: P0C000, Distance: 1.055
Nearest neighbor-9: Q2FH23, Distance: 1.055
Nearest neighbor-10: Q5HPC3, Distance: 1.102

Query: A0A009PCK4
Nearest neighbor-1: P14181, Distance: 1.671
Nearest neighbor-2: A5UG81, Distance: 1.720
Nearest neighbor-3: Q4QLU9, Distance: 1.912
Nearest neighbor-4: B2J946, Distance: 2.005
Nearest neighbor-5: Q7MAX6, Distance: 2.036
Nearest neighbor-6: O35044, Distance: 2.119
Nearest neighbor-7: A1RP91, Distance: 2.148
Nearest neighbor-8: Q12SP8, Distance: 2.208
Nearest neighbor-9: P45221, Distance: 2.253
Nearest neighbor-10: P75363, Distance: 2.319

Query: A0A001
Nearest neighbor-1: A5WJJ8, Distance: 2.081
Nearest neighbor-2: P64708, Distance: 2.081
Nearest neighbor-3: A4X1R6, Distance: 2.124
Nearest neighbor-4: Q82G92, Distance: 2.164
Nearest neighbor-5: E1V4F9, Distance: 2.215
Nearest neighbor-6: A0QS28, Distance: 2.223
Nearest neighbor-7: P67233, Distance: 2.457
Nearest neighbor-8: P9WP64, Distance: 2.465
Nearest neighbor-9: A1WME3, Distance: 2.700
Nearest neighbor-10: Q9I0F2, Distance: 2.728

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 1.189
Nearest neighbor-2: P11961, Distance: 1.983
Nearest neighbor-3: Q9SQI8, Distance: 2.006
Nearest neighbor-4: P49786, Distance: 2.008
Nearest neighbor-5: P43874, Distance: 2.221
Nearest neighbor-6: P29337, Distance: 2.289
Nearest neighbor-7: P0ABE1, Distance: 2.443
Nearest neighbor-8: O06432, Distance: 2.765
Nearest neighbor-9: Q4R4J7, Distance: 2.806
Nearest neighbor-10: P13113, Distance: 3.074

Query: A0A009I3Y5
Nearest neighbor-1: P14181, Distance: 1.687
Nearest neighbor-2: A5UG81, Distance: 1.750
Nearest neighbor-3: Q4QLU9, Distance: 1.906
Nearest neighbor-4: B2J946, Distance: 2.008
Nearest neighbor-5: Q7MAX6, Distance: 2.032
Nearest neighbor-6: O35044, Distance: 2.128
Nearest neighbor-7: A1RP91, Distance: 2.138
Nearest neighbor-8: Q12SP8, Distance: 2.200
Nearest neighbor-9: P45221, Distance: 2.266
Nearest neighbor-10: P75363, Distance: 2.300


