IVFPQ

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 1.189
Nearest neighbor-34: Q83BE0, Distance: 1.259
Nearest neighbor-35: Q92BI2, Distance: 1.263
Nearest neighbor-36: C1DRF8, Distance: 1.282
Nearest neighbor-37: Q6HDA6, Distance: 1.284
Nearest neighbor-38: Q634C4, Distance: 1.284
Nearest neighbor-39: Q817W4, Distance: 1.289
Nearest neighbor-40: B4SDZ7, Distance: 1.295
Nearest neighbor-41: A5WFF6, Distance: 1.312
Nearest neighbor-42: A8ZUH7, Distance: 1.313
Nearest neighbor-43: Q4FTT9, Distance: 1.315
Nearest neighbor-44: C0REW5, Distance: 1.319
Nearest neighbor-45: O94449, Distance: 1.336
Nearest neighbor-46: Q05B83, Distance: 1.416
Nearest neighbor-47: A2SQT3, Distance: 1.423
Nearest neighbor-48: B9KKV4, Distance: 1.474
Nearest neighbor-49: Q2RHT7, Distance: 1.495
Nearest neighbor-50: A1R724, Distance: 1.513

Query: A0A009HQC9
Nearest neighbor-1: Q0HR19, Distance: 0.519
Nearest neighbor-2: Q0HMR2, Distance: 0.521
Nearest neighbor-3: A0KGL5, Distance: 0.521
Nearest neighbor-4: A1A7A6, Distance: 0.573
Nearest neighbor-5: A7ZW09, Distance: 0.579
Nearest neighbor-6: B0BT63, Distance: 0.579
Nearest neighbor-7: A7MSB2, Distance: 0.586
Nearest neighbor-8: Q48LP5, Distance: 0.609
Nearest neighbor-9: B5FI41, Distance: 0.610
Nearest neighbor-10: Q5PDF0, Distance: 0.613
Nearest neighbor-11: Q3KGV8, Distance: 0.669
Nearest neighbor-12: Q9HYT6, Distance: 0.745
Nearest neighbor-13: A7FKM4, Distance: 0.940
Nearest neighbor-14: C5BEJ2, Distance: 0.943
Nearest neighbor-15: A9MTI2, Distance: 0.987
Nearest neighbor-16: Q57RF9, Distance: 0.987
Nearest neighbor-17: B5F076, Distance: 0.987
Nearest neighbor-18: C0PWY7, Distance: 0.987
Nearest neighbor-19: Q5X0E6, Distance: 0.999
Nearest neighbor-20: A4W8C2, Distance: 1.027
Nearest neighbor-21: A7ZY35, Distance: 1.051
Nearest neighbor-22: B7NA78, Distance: 1.051
Nearest neighbor-23: Q3K063, Distance: 1.067
Nearest neighbor-24: B8G8R1, Distance: 1.109
Nearest neighbor-25: A9WT85, Distance: 1.115
Nearest neighbor-26: Q50939, Distance: 1.140
Nearest neighbor-27: Q1JBD1, Distance: 1.148
Nearest neighbor-28: Q99ZA5, Distance: 1.154
Nearest neighbor-29: C0MBD7, Distance: 1.170
Nearest neighbor-30: Q9ZDW2, Distance: 1.170
Nearest neighbor-31: Q8ZQN7, Distance: 1.172
Nearest neighbor-32: P52126, Distance: 1.176
Nearest neighbor-33: Q54986, Distance: 1.196
Nearest neighbor-34: B1IC35, Distance: 1.199
Nearest neighbor-35: Q47EI2, Distance: 1.202
Nearest neighbor-36: Q884C9, Distance: 1.206
Nearest neighbor-37: A1VDN0, Distance: 1.212
Nearest neighbor-38: Q7W8V6, Distance: 1.219
Nearest neighbor-39: Q03AL7, Distance: 1.219
Nearest neighbor-40: Q3SIK7, Distance: 1.221
Nearest neighbor-41: Q8CWX7, Distance: 1.227
Nearest neighbor-42: A3CNJ9, Distance: 1.237
Nearest neighbor-43: Q49VV6, Distance: 1.241
Nearest neighbor-44: Q71WT9, Distance: 1.288
Nearest neighbor-45: P18074, Distance: 1.364
Nearest neighbor-46: Q9T1Q7, Distance: 1.414
Nearest neighbor-47: Q65191, Distance: 1.425
Nearest neighbor-48: Q4WWE9, Distance: 1.447
Nearest neighbor-49: C3LTN3, Distance: 1.520
Nearest neighbor-50: Q10D00, Distance: 1.528

Query: A0A010Q3W2
Nearest neighbor-1: D1ZEM6, Distance: 1.149
Nearest neighbor-2: Q2UUT4, Distance: 1.179
Nearest neighbor-3: A2QI22, Distance: 1.235
Nearest neighbor-4: P0CS56, Distance: 1.237
Nearest neighbor-5: A1CXL0, Distance: 1.244
Nearest neighbor-6: P0CS29, Distance: 1.286
Nearest neighbor-7: Q9S7I8, Distance: 1.298
Nearest neighbor-8: Q9SU78, Distance: 1.312
Nearest neighbor-9: Q756D0, Distance: 1.316
Nearest neighbor-10: Q9P7C0, Distance: 1.318
Nearest neighbor-11: A2RAG5, Distance: 1.326
Nearest neighbor-12: O35828, Distance: 1.332
Nearest neighbor-13: Q8VYZ5, Distance: 1.352
Nearest neighbor-14: O82266, Distance: 1.358
Nearest neighbor-15: Q652L2, Distance: 1.370
Nearest neighbor-16: Q6C709, Distance: 1.371
Nearest neighbor-17: A8NZM5, Distance: 1.381
Nearest neighbor-18: A1CBB8, Distance: 1.384
Nearest neighbor-19: Q8TEB1, Distance: 1.391
Nearest neighbor-20: A4IGH4, Distance: 1.400
Nearest neighbor-21: C5DF48, Distance: 1.410
Nearest neighbor-22: Q96U88, Distance: 1.420
Nearest neighbor-23: A8XSW2, Distance: 1.420
Nearest neighbor-24: O22785, Distance: 1.433
Nearest neighbor-25: G5EEG7, Distance: 1.437
Nearest neighbor-26: Q4R4I8, Distance: 1.438
Nearest neighbor-27: Q8BX09, Distance: 1.441
Nearest neighbor-28: Q4P553, Distance: 1.446
Nearest neighbor-29: Q8CFJ9, Distance: 1.451
Nearest neighbor-30: Q9LJN8, Distance: 1.461
Nearest neighbor-31: Q8R2N2, Distance: 1.479
Nearest neighbor-32: Q8BH57, Distance: 1.483
Nearest neighbor-33: Q8GYE0, Distance: 1.491
Nearest neighbor-34: P0DL28, Distance: 1.494
Nearest neighbor-35: O74340, Distance: 1.495
Nearest neighbor-36: Q2T9T9, Distance: 1.498
Nearest neighbor-37: Q6TEN6, Distance: 1.517
Nearest neighbor-38: Q5VQ78, Distance: 1.525
Nearest neighbor-39: P0CS40, Distance: 1.550
Nearest neighbor-40: Q6KAU8, Distance: 1.581
Nearest neighbor-41: B4GIJ0, Distance: 1.589
Nearest neighbor-42: Q9Y263, Distance: 1.598
Nearest neighbor-43: B4J8H6, Distance: 1.603
Nearest neighbor-44: O14011, Distance: 1.614
Nearest neighbor-45: Q75E14, Distance: 1.631
Nearest neighbor-46: Q8W4D0, Distance: 1.755
Nearest neighbor-47: B4GMG4, Distance: 1.783
Nearest neighbor-48: Q8K406, Distance: 1.830
Nearest neighbor-49: Q3SWZ7, Distance: 1.882
Nearest neighbor-50: Q4R4H3, Distance: 1.887

Query: A0A009HN45
Nearest neighbor-1: A7MSB2, Distance: 0.681
Nearest neighbor-2: Q9ZDW2, Distance: 0.740
Nearest neighbor-3: B0BT63, Distance: 0.760
Nearest neighbor-4: P52126, Distance: 0.792
Nearest neighbor-5: Q0HMR2, Distance: 0.792
Nearest neighbor-6: Q0HR19, Distance: 0.796
Nearest neighbor-7: Q99ZA5, Distance: 0.806
Nearest neighbor-8: Q1JBD1, Distance: 0.807
Nearest neighbor-9: Q5X0E6, Distance: 0.828
Nearest neighbor-10: A1A7A6, Distance: 0.837
Nearest neighbor-11: A7ZW09, Distance: 0.845
Nearest neighbor-12: P0C9B2, Distance: 0.846
Nearest neighbor-13: Q03AL7, Distance: 0.856
Nearest neighbor-14: Q1MQP3, Distance: 0.867
Nearest neighbor-15: Q9ZKA0, Distance: 0.868
Nearest neighbor-16: Q50939, Distance: 0.869
Nearest neighbor-17: C0MBD7, Distance: 0.877
Nearest neighbor-18: Q5PDF0, Distance: 0.891
Nearest neighbor-19: Q54986, Distance: 0.891
Nearest neighbor-20: A7FKM4, Distance: 0.891
Nearest neighbor-21: Q49VV6, Distance: 0.896
Nearest neighbor-22: B1IC35, Distance: 0.898
Nearest neighbor-23: B5FI41, Distance: 0.898
Nearest neighbor-24: Q71WT9, Distance: 0.922
Nearest neighbor-25: A3CNJ9, Distance: 0.922
Nearest neighbor-26: Q8CWX7, Distance: 0.926
Nearest neighbor-27: Q8F8A9, Distance: 0.930
Nearest neighbor-28: P0DOQ3, Distance: 0.966
Nearest neighbor-29: Q57RF9, Distance: 0.983
Nearest neighbor-30: A9MTI2, Distance: 0.983
Nearest neighbor-31: B5F076, Distance: 0.983
Nearest neighbor-32: A4W8C2, Distance: 0.990
Nearest neighbor-33: Q2WCN1, Distance: 0.994
Nearest neighbor-34: Q8NXM0, Distance: 1.015
Nearest neighbor-35: A7ZY35, Distance: 1.016
Nearest neighbor-36: B7NA78, Distance: 1.016
Nearest neighbor-37: A9WT85, Distance: 1.039
Nearest neighbor-38: Q3Z9B4, Distance: 1.054
Nearest neighbor-39: Q631I6, Distance: 1.085
Nearest neighbor-40: Q641Y8, Distance: 1.148
Nearest neighbor-41: Q65191, Distance: 1.163
Nearest neighbor-42: Q5NVJ8, Distance: 1.167
Nearest neighbor-43: P40562, Distance: 1.189
Nearest neighbor-44: Q4WWE9, Distance: 1.214
Nearest neighbor-45: Q21489, Distance: 1.214
Nearest neighbor-46: Q55G81, Distance: 1.245
Nearest neighbor-47: P18074, Distance: 1.259
Nearest neighbor-48: Q10D00, Distance: 1.288
Nearest neighbor-49: Q9T1Q7, Distance: 1.355
Nearest neighbor-50: P0DW41, Distance: 1.544

Query: A0A002
Nearest neighbor-1: Q51719, Distance: 1.778
Nearest neighbor-2: Q82MV1, Distance: 1.793
Nearest neighbor-3: A0K739, Distance: 1.826
Nearest neighbor-4: P9WQJ4, Distance: 1.892
Nearest neighbor-5: Q7WGW1, Distance: 1.899
Nearest neighbor-6: Q2J3T0, Distance: 1.936
Nearest neighbor-7: Q6NDA6, Distance: 1.957
Nearest neighbor-8: Q9RKQ4, Distance: 1.961
Nearest neighbor-9: Q13RD3, Distance: 1.970
Nearest neighbor-10: Q67JX3, Distance: 1.973
Nearest neighbor-11: Q2T751, Distance: 1.979
Nearest neighbor-12: Q5PKT6, Distance: 1.999
Nearest neighbor-13: Q1QR47, Distance: 2.023
Nearest neighbor-14: Q9HYF9, Distance: 2.025
Nearest neighbor-15: Q87UH7, Distance: 2.047
Nearest neighbor-16: Q63NR0, Distance: 2.071
Nearest neighbor-17: Q3KJQ7, Distance: 2.105
Nearest neighbor-18: Q0BH79, Distance: 2.129
Nearest neighbor-19: A0K5N5, Distance: 2.137
Nearest neighbor-20: D3KU66, Distance: 2.145
Nearest neighbor-21: Q8GNH6, Distance: 2.145
Nearest neighbor-22: P64708, Distance: 2.150
Nearest neighbor-23: A5WJJ8, Distance: 2.150
Nearest neighbor-24: Q4ZZK0, Distance: 2.152
Nearest neighbor-25: Q92N13, Distance: 2.171
Nearest neighbor-26: Q7VZ31, Distance: 2.177
Nearest neighbor-27: Q3SQ65, Distance: 2.179
Nearest neighbor-28: A5VU86, Distance: 2.183
Nearest neighbor-29: Q1LPJ9, Distance: 2.186
Nearest neighbor-30: Q4KBU0, Distance: 2.199
Nearest neighbor-31: Q3KKA1, Distance: 2.212
Nearest neighbor-32: Q6RCE0, Distance: 2.224
Nearest neighbor-33: Q9HYL7, Distance: 2.226
Nearest neighbor-34: Q88RL1, Distance: 2.227
Nearest neighbor-35: Q8Y0C6, Distance: 2.232
Nearest neighbor-36: Q9Z651, Distance: 2.242
Nearest neighbor-37: Q9HPH7, Distance: 2.263
Nearest neighbor-38: Q4UV71, Distance: 2.264
Nearest neighbor-39: Q3KJS6, Distance: 2.264
Nearest neighbor-40: Q5H0G3, Distance: 2.272
Nearest neighbor-41: Q11D92, Distance: 2.279
Nearest neighbor-42: Q9AB70, Distance: 2.306
Nearest neighbor-43: A1UKA3, Distance: 2.340
Nearest neighbor-44: Q2ISN3, Distance: 2.342
Nearest neighbor-45: E1V4F9, Distance: 2.347
Nearest neighbor-46: Q1IKM7, Distance: 2.412
Nearest neighbor-47: Q4ZV73, Distance: 2.483
Nearest neighbor-48: D5AQD5, Distance: 2.602
Nearest neighbor-49: A2S291, Distance: 2.615
Nearest neighbor-50: Q9I0F2, Distance: 2.784

Query: A0A009PCK4
Nearest neighbor-1: P14181, Distance: 1.671
Nearest neighbor-2: A5UG81, Distance: 1.720
Nearest neighbor-3: P44033, Distance: 1.840
Nearest neighbor-4: Q4QLU9, Distance: 1.912
Nearest neighbor-5: A9KYL6, Distance: 1.983
Nearest neighbor-6: Q8E9R5, Distance: 2.009
Nearest neighbor-7: P44150, Distance: 2.020
Nearest neighbor-8: Q12SQ2, Distance: 2.035
Nearest neighbor-9: Q7MAX6, Distance: 2.036
Nearest neighbor-10: Q87PM1, Distance: 2.038
Nearest neighbor-11: Q8EIL1, Distance: 2.046
Nearest neighbor-12: P75612, Distance: 2.061
Nearest neighbor-13: A3D8E4, Distance: 2.063
Nearest neighbor-14: B0VRJ4, Distance: 2.069
Nearest neighbor-15: B6EL06, Distance: 2.080
Nearest neighbor-16: A6VLF9, Distance: 2.119
Nearest neighbor-17: Q9CPH1, Distance: 2.131
Nearest neighbor-18: E1WH94, Distance: 2.133
Nearest neighbor-19: A1RP91, Distance: 2.148
Nearest neighbor-20: B4ET17, Distance: 2.158
Nearest neighbor-21: P47448, Distance: 2.167
Nearest neighbor-22: Q5UNT1, Distance: 2.171
Nearest neighbor-23: B7MJ93, Distance: 2.181
Nearest neighbor-24: A7ZZ64, Distance: 2.184
Nearest neighbor-25: C5BC48, Distance: 2.187
Nearest neighbor-26: B2TWG0, Distance: 2.200
Nearest neighbor-27: B7MTN6, Distance: 2.201
Nearest neighbor-28: B1LNS5, Distance: 2.221
Nearest neighbor-29: A8GL74, Distance: 2.241
Nearest neighbor-30: B0VKL3, Distance: 2.245
Nearest neighbor-31: Q0I4C6, Distance: 2.249
Nearest neighbor-32: Q5PK68, Distance: 2.251
Nearest neighbor-33: Q5X4J1, Distance: 2.279
Nearest neighbor-34: Q1CGA8, Distance: 2.330
Nearest neighbor-35: Q47282, Distance: 2.347
Nearest neighbor-36: Q9CKD4, Distance: 2.359
Nearest neighbor-37: Q6D3S2, Distance: 2.360
Nearest neighbor-38: Q52424, Distance: 2.373
Nearest neighbor-39: A4TQK1, Distance: 2.386
Nearest neighbor-40: Q2NQZ6, Distance: 2.391
Nearest neighbor-41: A9MRB9, Distance: 2.426
Nearest neighbor-42: J8CSK2, Distance: 2.441
Nearest neighbor-43: P73161, Distance: 2.446
Nearest neighbor-44: Q54TR5, Distance: 2.446
Nearest neighbor-45: Q57R80, Distance: 2.452
Nearest neighbor-46: Q5PGN2, Distance: 2.460
Nearest neighbor-47: B5F512, Distance: 2.460
Nearest neighbor-48: B2TZQ2, Distance: 2.506
Nearest neighbor-49: B6HZX3, Distance: 2.522
Nearest neighbor-50: P37512, Distance: 2.527

Query: A0A009I3Y5
Nearest neighbor-1: P14181, Distance: 1.687
Nearest neighbor-2: A5UG81, Distance: 1.750
Nearest neighbor-3: P44033, Distance: 1.860
Nearest neighbor-4: Q4QLU9, Distance: 1.906
Nearest neighbor-5: A9KYL6, Distance: 1.985
Nearest neighbor-6: Q8E9R5, Distance: 2.014
Nearest neighbor-7: P44150, Distance: 2.027
Nearest neighbor-8: Q8EIL1, Distance: 2.030
Nearest neighbor-9: Q7MAX6, Distance: 2.032
Nearest neighbor-10: Q12SQ2, Distance: 2.034
Nearest neighbor-11: Q87PM1, Distance: 2.044
Nearest neighbor-12: A3D8E4, Distance: 2.056
Nearest neighbor-13: P75612, Distance: 2.058
Nearest neighbor-14: B0VRJ4, Distance: 2.063
Nearest neighbor-15: B6EL06, Distance: 2.084
Nearest neighbor-16: A6VLF9, Distance: 2.114
Nearest neighbor-17: E1WH94, Distance: 2.116
Nearest neighbor-18: Q9CPH1, Distance: 2.116
Nearest neighbor-19: A1RP91, Distance: 2.138
Nearest neighbor-20: B4ET17, Distance: 2.150
Nearest neighbor-21: P47448, Distance: 2.167
Nearest neighbor-22: Q5UNT1, Distance: 2.178
Nearest neighbor-23: C5BC48, Distance: 2.183
Nearest neighbor-24: B7MJ93, Distance: 2.193
Nearest neighbor-25: B2TWG0, Distance: 2.197
Nearest neighbor-26: A7ZZ64, Distance: 2.197
Nearest neighbor-27: B7MTN6, Distance: 2.214
Nearest neighbor-28: B1LNS5, Distance: 2.218
Nearest neighbor-29: B0VKL3, Distance: 2.238
Nearest neighbor-30: A8GL74, Distance: 2.241
Nearest neighbor-31: Q0I4C6, Distance: 2.246
Nearest neighbor-32: Q5PK68, Distance: 2.249
Nearest neighbor-33: B5BJN9, Distance: 2.249
Nearest neighbor-34: Q5X4J1, Distance: 2.282
Nearest neighbor-35: Q1CGA8, Distance: 2.319
Nearest neighbor-36: Q6D3S2, Distance: 2.351
Nearest neighbor-37: Q9CKD4, Distance: 2.368
Nearest neighbor-38: Q52424, Distance: 2.380
Nearest neighbor-39: A4TQK1, Distance: 2.384
Nearest neighbor-40: Q2NQZ6, Distance: 2.397
Nearest neighbor-41: A9MRB9, Distance: 2.424
Nearest neighbor-42: J8CSK2, Distance: 2.444
Nearest neighbor-43: Q57R80, Distance: 2.448
Nearest neighbor-44: Q54TR5, Distance: 2.450
Nearest neighbor-45: P73161, Distance: 2.450
Nearest neighbor-46: Q5PGN2, Distance: 2.455
Nearest neighbor-47: B5F512, Distance: 2.458
Nearest neighbor-48: B2TZQ2, Distance: 2.505
Nearest neighbor-49: B6HZX3, Distance: 2.533
Nearest neighbor-50: P37512, Distance: 2.542

Query: A0A010Q8R4
Nearest neighbor-1: Q9P4R5, Distance: 1.221
Nearest neighbor-2: Q652L2, Distance: 1.226
Nearest neighbor-3: P0CS56, Distance: 1.244
Nearest neighbor-4: P0CS29, Distance: 1.268
Nearest neighbor-5: Q5NVM2, Distance: 1.330
Nearest neighbor-6: Q2UUT4, Distance: 1.341
Nearest neighbor-7: A1CBB8, Distance: 1.373
Nearest neighbor-8: A2RAG5, Distance: 1.388
Nearest neighbor-9: Q9SU78, Distance: 1.397
Nearest neighbor-10: A1DE24, Distance: 1.432
Nearest neighbor-11: Q9VKK2, Distance: 1.434
Nearest neighbor-12: A1DIN7, Distance: 1.491
Nearest neighbor-13: A2QI22, Distance: 1.511
Nearest neighbor-14: Q5BCU8, Distance: 1.525
Nearest neighbor-15: A1CXL0, Distance: 1.532
Nearest neighbor-16: Q96U88, Distance: 1.533
Nearest neighbor-17: Q8W4D0, Distance: 1.551
Nearest neighbor-18: Q7XIT1, Distance: 1.566
Nearest neighbor-19: Q8TEB1, Distance: 1.576
Nearest neighbor-20: Q86U44, Distance: 1.592
Nearest neighbor-21: Q9S7I8, Distance: 1.594
Nearest neighbor-22: P0DL28, Distance: 1.636
Nearest neighbor-23: Q4ICG8, Distance: 1.644
Nearest neighbor-24: P12917, Distance: 1.647
Nearest neighbor-25: W7N293, Distance: 1.660
Nearest neighbor-26: Q7SEZ0, Distance: 1.718
Nearest neighbor-27: Q0P410, Distance: 1.721
Nearest neighbor-28: P0CH66, Distance: 1.748
Nearest neighbor-29: A2Z8S0, Distance: 1.752
Nearest neighbor-30: P0CS08, Distance: 1.752
Nearest neighbor-31: Q79LY0, Distance: 1.760
Nearest neighbor-32: Q7K4H4, Distance: 1.782
Nearest neighbor-33: P0CN67, Distance: 1.819
Nearest neighbor-34: Q8NDF8, Distance: 1.820
Nearest neighbor-35: Q3EC77, Distance: 1.825
Nearest neighbor-36: Q755M8, Distance: 1.826
Nearest neighbor-37: B9DFI7, Distance: 1.827
Nearest neighbor-38: P0CN59, Distance: 1.832
Nearest neighbor-39: Q4WPW5, Distance: 1.836
Nearest neighbor-40: Q75B37, Distance: 1.847
Nearest neighbor-41: Q10341, Distance: 1.849
Nearest neighbor-42: Q63836, Distance: 1.875
Nearest neighbor-43: Q7XR61, Distance: 1.897
Nearest neighbor-44: Q84TA3, Distance: 1.972
Nearest neighbor-45: Q94A43, Distance: 2.005
Nearest neighbor-46: Q64380, Distance: 2.009
Nearest neighbor-47: P0CQ01, Distance: 2.062
Nearest neighbor-48: P0DPA5, Distance: 2.103
Nearest neighbor-49: A5DME6, Distance: 2.197
Nearest neighbor-50: Q41229, Distance: 2.238

Query: A0A009HL96
Nearest neighbor-1: Q5HI09, Distance: 0.639
Nearest neighbor-2: P33112, Distance: 0.642
Nearest neighbor-3: Q99VW2, Distance: 0.660
Nearest neighbor-4: Q8CQ37, Distance: 0.675
Nearest neighbor-5: Q99RR6, Distance: 0.750
Nearest neighbor-6: Q9AE24, Distance: 0.779
Nearest neighbor-7: P28257, Distance: 0.784
Nearest neighbor-8: P0CAW8, Distance: 0.789
Nearest neighbor-9: A6WZ81, Distance: 0.853
Nearest neighbor-10: P45189, Distance: 0.885
Nearest neighbor-11: A0A0H2UQ68, Distance: 0.956
Nearest neighbor-12: P0A4H8, Distance: 0.980
Nearest neighbor-13: P0C000, Distance: 1.055
Nearest neighbor-14: Q2FH23, Distance: 1.055
Nearest neighbor-15: Q5HPC3, Distance: 1.102
Nearest neighbor-16: Q1XDE4, Distance: 1.169
