IVFPQ

Query: A0A009HN45
Nearest neighbor-1: A7MSB2, Distance: 0.681
Nearest neighbor-1: P9WQJ3, Distance: 1.340
Nearest neighbor-2: Q03024, Distance: 1.465
Nearest neighbor-3: A0K739, Distance: 1.761
Nearest neighbor-4: Q51719, Distance: 1.770
Nearest neighbor-5: Q3JSR6, Distance: 1.794
Nearest neighbor-6: Q21BF6, Distance: 1.831
Nearest neighbor-7: Q82MV1, Distance: 1.872
Nearest neighbor-8: P9WQJ4, Distance: 1.903
Nearest neighbor-9: A3Q5L8, Distance: 1.910
Nearest neighbor-10: Q7WGW1, Distance: 1.919
Nearest neighbor-11: Q7VZE5, Distance: 1.923
Nearest neighbor-12: Q2T751, Distance: 2.038
Nearest neighbor-13: Q89ER4, Distance: 2.054
Nearest neighbor-14: A5WJJ8, Distance: 2.081
Nearest neighbor-15: P64708, Distance: 2.081
Nearest neighbor-16: D3KU66, Distance: 2.085
Nearest neighbor-17: Q62H59, Distance: 2.092
Nearest neighbor-18: A4X1R6, Distance: 2.124
Nearest neighbor-19: O69051, Distance: 2.125
Nearest neighbor-20: A1UKA3, Distance: 2.142
Nearest neighbor-21: P9WGX2, Distance: 2.154
Nearest neighbor-22: Q82G92, Distance: 2.164
Nearest neighbor-23: P9WIL0, Distance: 2.169
Nearest neighbor-24: A8LVF4, Distance: 2.175
Nearest neighbor-25: Q0BH79, Distance: 2.180
Nearest neighbor-26: Q3SQ65, Distance: 2.188
Nearest neighbor-27: B1VN94, Distance: 2.190
Nearest neighbor-28: A0K5N5, Distance: 2.193
Nearest neighbor-29: B8J6V6, Distance: 2.211
Nearest neighbor-30: E1V4F9, Distance: 2.215
Nearest neighbor-31: A5VU86, Distance: 2.223
Nearest neighbor-32: Q66D71, Distance: 2.255
Nearest neighbor-33: C5C246, Distance: 2.273
Nearest neighbor-34: B7GQ78, Distance: 2.276
Nearest neighbor-35: Q3KKA1, Distance: 2.281
Nearest neighbor-36: Q9PF03, Distance: 2.282
Nearest neighbor-37: Q5P1F3, Distance: 2.287
Nearest neighbor-38: Q88RL1, Distance: 2.294
Nearest neighbor-39: A3NWL7, Distance: 2.341
Nearest neighbor-40: Q3Z3V4, Distance: 2.347
Nearest neighbor-41: P75796, Distance: 2.353
Nearest neighbor-42: B4TGI0, Distance: 2.394
Nearest neighbor-43: A7ZLX1, Distance: 2.433
Nearest neighbor-44: Q609F9, Distance: 2.448
Nearest neighbor-45: Q1H0W2, Distance: 2.470
Nearest neighbor-46: Q1C812, Distance: 2.549
Nearest neighbor-47: Q66AT7, Distance: 2.562
Nearest neighbor-48: A1WQW2, Distance: 2.601
Nearest neighbor-49: B2K3G1, Distance: 2.607
Nearest neighbor-50: A1JJ55, Distance: 2.647

Query: A0A010Q8R4
Nearest neighbor-1: Q9P4R5, Distance: 1.221
Nearest neighbor-2: Q652L2, Distance: 1.226
Nearest neighbor-3: P0CS56, Distance: 1.244
Nearest neighbor-4: P0CS29, Distance: 1.268
Nearest neighbor-5: Q5NVM2, Distance: 1.330
Nearest neighbor-6: Q2UUT4, Distance: 1.341
Nearest neighbor-7: Q6CXX3, Distance: 1.349
Nearest neighbor-8: A1CBB8, Distance: 1.373
Nearest neighbor-9: Q9P7C0, Distance: 1.379
Nearest neighbor-10: Q24246, Distance: 1.385
Nearest neighbor-11: A2RAG5, Distance: 1.388
Nearest neighbor-12: Q9SU78, Distance: 1.397
Nearest neighbor-13: A1DE24, Distance: 1.432
Nearest neighbor-14: Q8BX09, Distance: 1.439
Nearest neighbor-15: Q5ZMV9, Distance: 1.462
Nearest neighbor-16: Q20059, Distance: 1.473
Nearest neighbor-17: O35828, Distance: 1.503
Nearest neighbor-18: A3LNM0, Distance: 1.507
Nearest neighbor-19: A2QI22, Distance: 1.511
Nearest neighbor-20: Q5BCU8, Distance: 1.525
Nearest neighbor-21: A1CXL0, Distance: 1.532
Nearest neighbor-22: Q96U88, Distance: 1.533
Nearest neighbor-23: P0CP70, Distance: 1.533
Nearest neighbor-24: Q8W4D0, Distance: 1.551
Nearest neighbor-25: Q8TEB1, Distance: 1.576
Nearest neighbor-26: P36002, Distance: 1.582
Nearest neighbor-27: Q05B30, Distance: 1.587
Nearest neighbor-28: P0CS37, Distance: 1.603
Nearest neighbor-29: A8XSW2, Distance: 1.606
Nearest neighbor-30: Q4R4I8, Distance: 1.613
Nearest neighbor-31: A3GFE3, Distance: 1.614
Nearest neighbor-32: P0DL28, Distance: 1.636
Nearest neighbor-33: Q4ICG8, Distance: 1.644
Nearest neighbor-34: A8NZM5, Distance: 1.646
Nearest neighbor-35: A5DSU5, Distance: 1.647
Nearest neighbor-36: P12917, Distance: 1.647
Nearest neighbor-37: Q8N9V6, Distance: 1.664
Nearest neighbor-38: Q8BH57, Distance: 1.672
Nearest neighbor-39: Q8BXK8, Distance: 1.674
Nearest neighbor-40: Q8TBC3, Distance: 1.676
Nearest neighbor-41: D8Q8R5, Distance: 1.692
Nearest neighbor-42: Q59WJ4, Distance: 1.717
Nearest neighbor-43: Q9LTA6, Distance: 1.730
Nearest neighbor-44: Q6BKH9, Distance: 1.752
Nearest neighbor-45: O42478, Distance: 1.757
Nearest neighbor-46: Q8MY12, Distance: 1.790
Nearest neighbor-47: B4GIJ0, Distance: 1.793
Nearest neighbor-48: Q2QX01, Distance: 1.796
Nearest neighbor-49: P37841, Distance: 1.823
Nearest neighbor-50: P29304, Distance: 1.851

Query: A0A009PCK4
Nearest neighbor-1: P14181, Distance: 1.671
Nearest neighbor-2: A5UG81, Distance: 1.720
Nearest neighbor-3: P44033, Distance: 1.840
Nearest neighbor-4: Q4QLU9, Distance: 1.912
Nearest neighbor-5: A9KYL6, Distance: 1.983
Nearest neighbor-6: Q7MHY6, Distance: 2.008
Nearest neighbor-7: Q8E9R5, Distance: 2.009
Nearest neighbor-8: A1SW96, Distance: 2.015
Nearest neighbor-9: P33800, Distance: 2.017
Nearest neighbor-10: P44150, Distance: 2.020
Nearest neighbor-11: Q1Q8I2, Distance: 2.029
Nearest neighbor-12: Q12SQ2, Distance: 2.035
Nearest neighbor-13: B2K7I7, Distance: 2.037
Nearest neighbor-14: Q87PM1, Distance: 2.038
Nearest neighbor-15: Q8EIL1, Distance: 2.046
Nearest neighbor-16: Q7VP87, Distance: 2.048
Nearest neighbor-17: P75612, Distance: 2.061
Nearest neighbor-18: A3D8E4, Distance: 2.063
Nearest neighbor-19: B0VRJ4, Distance: 2.069
Nearest neighbor-20: B6EL06, Distance: 2.080
Nearest neighbor-21: Q6G4C4, Distance: 2.088
Nearest neighbor-22: B0V636, Distance: 2.098
Nearest neighbor-23: Q5WWF9, Distance: 2.103
Nearest neighbor-24: A3QHZ8, Distance: 2.106
Nearest neighbor-25: P20098, Distance: 2.108
Nearest neighbor-26: B1KD54, Distance: 2.112
Nearest neighbor-27: B8CI04, Distance: 2.113
Nearest neighbor-28: Q9CPH1, Distance: 2.131
Nearest neighbor-29: E1WH94, Distance: 2.133
Nearest neighbor-30: P54504, Distance: 2.133
Nearest neighbor-31: Q7VM59, Distance: 2.139
Nearest neighbor-32: B0V7R3, Distance: 2.158
Nearest neighbor-33: B4ET17, Distance: 2.158
Nearest neighbor-34: B7MJ93, Distance: 2.181
Nearest neighbor-35: Q7MIT5, Distance: 2.202
Nearest neighbor-36: B0UWL8, Distance: 2.213
Nearest neighbor-37: Q5E320, Distance: 2.238
Nearest neighbor-38: O32138, Distance: 2.242
Nearest neighbor-39: B0VKL3, Distance: 2.245
Nearest neighbor-40: Q0I4C6, Distance: 2.249
Nearest neighbor-41: Q83CQ2, Distance: 2.252
Nearest neighbor-42: Q9KRA6, Distance: 2.258
Nearest neighbor-43: A5F7F2, Distance: 2.268
Nearest neighbor-44: Q3YZN7, Distance: 2.276
Nearest neighbor-45: Q8XCQ7, Distance: 2.279
Nearest neighbor-46: A1ADH3, Distance: 2.285
Nearest neighbor-47: Q0HVY7, Distance: 2.297
Nearest neighbor-48: Q0I208, Distance: 2.327
Nearest neighbor-49: Q9CKD4, Distance: 2.359
Nearest neighbor-50: C4ZU94, Distance: 2.439

Query: A0A009HLV9
Nearest neighbor-1: P28787, Distance: 0.570
Nearest neighbor-2: Q06065, Distance: 0.887
Nearest neighbor-3: Q5E3W8, Distance: 0.915
Nearest neighbor-4: P23747, Distance: 0.951
Nearest neighbor-5: O87455, Distance: 0.955
Nearest neighbor-6: P59402, Distance: 0.987
Nearest neighbor-7: A8A3I6, Distance: 0.999
Nearest neighbor-8: B6I695, Distance: 1.009
Nearest neighbor-9: A1KU52, Distance: 1.011
Nearest neighbor-10: B7N6T9, Distance: 1.013
Nearest neighbor-11: Q0TEH1, Distance: 1.015
Nearest neighbor-12: P36219, Distance: 1.027
Nearest neighbor-13: B4T3B0, Distance: 1.029
Nearest neighbor-14: B4TT16, Distance: 1.039
Nearest neighbor-15: Q8EEF3, Distance: 1.051
Nearest neighbor-16: P37931, Distance: 1.066
Nearest neighbor-17: Q3K999, Distance: 1.069
Nearest neighbor-18: B5F3J7, Distance: 1.088
Nearest neighbor-19: P66756, Distance: 1.088
Nearest neighbor-20: P0A812, Distance: 1.095
Nearest neighbor-21: Q15RN6, Distance: 1.100
Nearest neighbor-22: B7NBL1, Distance: 1.103
Nearest neighbor-23: Q03R36, Distance: 1.103
Nearest neighbor-24: Q03YJ6, Distance: 1.105
Nearest neighbor-25: A5FRK7, Distance: 1.124
Nearest neighbor-26: Q220I3, Distance: 1.135
Nearest neighbor-27: P37930, Distance: 1.142
Nearest neighbor-28: B0JY77, Distance: 1.142
Nearest neighbor-29: P71229, Distance: 1.153
Nearest neighbor-30: A1U1B9, Distance: 1.176
Nearest neighbor-31: A4STH5, Distance: 1.188
Nearest neighbor-32: Q5H2A4, Distance: 1.188
Nearest neighbor-33: Q3BQF5, Distance: 1.191
Nearest neighbor-34: Q13UC0, Distance: 1.192
Nearest neighbor-35: Q7WGB3, Distance: 1.214
Nearest neighbor-36: P0DF50, Distance: 1.220
Nearest neighbor-37: Q92HC2, Distance: 1.223
Nearest neighbor-38: Q88V03, Distance: 1.229
Nearest neighbor-39: Q9KDI8, Distance: 1.240
Nearest neighbor-40: Q83BE0, Distance: 1.259
Nearest neighbor-41: Q92BI2, Distance: 1.263
Nearest neighbor-42: C1DRF8, Distance: 1.282
Nearest neighbor-43: B4SDZ7, Distance: 1.295
Nearest neighbor-44: A5WFF6, Distance: 1.312
Nearest neighbor-45: A8ZUH7, Distance: 1.313
Nearest neighbor-46: Q4FTT9, Distance: 1.315
Nearest neighbor-47: C0REW5, Distance: 1.319
Nearest neighbor-48: P75242, Distance: 1.344
Nearest neighbor-49: A2SQT3, Distance: 1.423
Nearest neighbor-50: Q2RHT7, Distance: 1.495

Query: A0A009HPM0
Nearest neighbor-1: Q5I0C3, Distance: 1.289
Nearest neighbor-2: B2TWG0, Distance: 1.437
Nearest neighbor-3: B1LNS5, Distance: 1.449
Nearest neighbor-4: Q88XP4, Distance: 1.452
Nearest neighbor-5: A1RP91, Distance: 1.454
Nearest neighbor-6: B5BJN9, Distance: 1.457
Nearest neighbor-7: Q5PK68, Distance: 1.457
Nearest neighbor-8: Q5E320, Distance: 1.480
Nearest neighbor-9: B0VRJ4, Distance: 1.482
Nearest neighbor-10: Q7MHY6, Distance: 1.486
Nearest neighbor-11: A6VLF9, Distance: 1.487
Nearest neighbor-12: Q7MAX6, Distance: 1.495
Nearest neighbor-13: A3QHZ8, Distance: 1.497
Nearest neighbor-14: B0VKL3, Distance: 1.506
Nearest neighbor-15: P57029, Distance: 1.507
Nearest neighbor-16: A8GL74, Distance: 1.512
Nearest neighbor-17: Q12SP8, Distance: 1.523
Nearest neighbor-18: A3D8E4, Distance: 1.525
Nearest neighbor-19: C5BC48, Distance: 1.536
Nearest neighbor-20: B1IRN3, Distance: 1.543
Nearest neighbor-21: B6EL06, Distance: 1.543
Nearest neighbor-22: B4ET17, Distance: 1.559
Nearest neighbor-23: Q9CL07, Distance: 1.567
Nearest neighbor-24: Q08346, Distance: 1.575
Nearest neighbor-25: Q65R09, Distance: 1.583
Nearest neighbor-26: B5BG31, Distance: 1.584
Nearest neighbor-27: A4TQK1, Distance: 1.585
Nearest neighbor-28: Q7VP87, Distance: 1.587
Nearest neighbor-29: A3DA85, Distance: 1.588
Nearest neighbor-30: B6I4D2, Distance: 1.588
Nearest neighbor-31: A1UQU7, Distance: 1.599
Nearest neighbor-32: Q0I4C6, Distance: 1.603
Nearest neighbor-33: Q4QLU9, Distance: 1.629
Nearest neighbor-34: Q2NQZ6, Distance: 1.651
Nearest neighbor-35: A9MRB9, Distance: 1.653
Nearest neighbor-36: B5F512, Distance: 1.656
Nearest neighbor-37: B0BTC2, Distance: 1.657
Nearest neighbor-38: B3ER86, Distance: 1.657
Nearest neighbor-39: B2TZQ2, Distance: 1.686
Nearest neighbor-40: Q9RHS9, Distance: 1.690
Nearest neighbor-41: A6VW36, Distance: 1.691
Nearest neighbor-42: C3K2F6, Distance: 1.698
Nearest neighbor-43: Q83CQ2, Distance: 1.722
Nearest neighbor-44: Q55370, Distance: 1.737
Nearest neighbor-45: Q47282, Distance: 1.739
Nearest neighbor-46: Q9CPH1, Distance: 1.749
Nearest neighbor-47: Q5ZMS2, Distance: 1.751
Nearest neighbor-48: Q05938, Distance: 1.781
Nearest neighbor-49: A9NAQ7, Distance: 1.829
Nearest neighbor-50: A5UG81, Distance: 2.073

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 1.189
Nearest neighbor-2: P11961, Distance: 1.983
Nearest neighbor-3: Q9SQI8, Distance: 2.006
Nearest neighbor-4: P49786, Distance: 2.008
Nearest neighbor-5: P22439, Distance: 2.194
Nearest neighbor-6: P43874, Distance: 2.221
Nearest neighbor-7: P29337, Distance: 2.289
Nearest neighbor-8: P02904, Distance: 2.351
Nearest neighbor-9: P0ABE1, Distance: 2.443
Nearest neighbor-10: Q06881, Distance: 2.475
Nearest neighbor-11: Q68XI8, Distance: 2.551
Nearest neighbor-12: B5XWP9, Distance: 2.557
Nearest neighbor-13: P39099, Distance: 2.656
Nearest neighbor-14: C6DH15, Distance: 2.663
Nearest neighbor-15: B0KV30, Distance: 2.721
Nearest neighbor-16: Q9Z4H7, Distance: 2.725
Nearest neighbor-17: O06432, Distance: 2.765
Nearest neighbor-18: A5TY84, Distance: 2.767
Nearest neighbor-19: P54744, Distance: 2.774
Nearest neighbor-20: Q4R4J7, Distance: 2.806
Nearest neighbor-21: A0A0P0X004, Distance: 2.844
Nearest neighbor-22: O32619, Distance: 2.849
Nearest neighbor-23: B0RLE5, Distance: 2.857
Nearest neighbor-24: Q9TYV5, Distance: 2.861
Nearest neighbor-25: Q4P3U9, Distance: 2.871
Nearest neighbor-26: Q5AJD0, Distance: 2.900
Nearest neighbor-27: O52042, Distance: 2.904
Nearest neighbor-28: O32219, Distance: 2.909
Nearest neighbor-29: P08003, Distance: 2.937
Nearest neighbor-30: B4RCD1, Distance: 2.938
Nearest neighbor-31: Q00248, Distance: 2.940
Nearest neighbor-32: Q8FEI7, Distance: 2.952
Nearest neighbor-33: Q8VWG7, Distance: 2.972
Nearest neighbor-34: A8ANX1, Distance: 2.987
Nearest neighbor-35: A1AV44, Distance: 3.009
Nearest neighbor-36: A7MJ63, Distance: 3.043
Nearest neighbor-37: Q11HC6, Distance: 3.044
Nearest neighbor-38: P13113, Distance: 3.074
Nearest neighbor-39: O34966, Distance: 3.122
Nearest neighbor-40: P56416, Distance: 3.143
Nearest neighbor-41: Q8DQ24, Distance: 3.149
Nearest neighbor-42: C1CK62, Distance: 3.150
Nearest neighbor-43: Q9ZCW9, Distance: 3.178
Nearest neighbor-44: Q6P4K8, Distance: 3.184
Nearest neighbor-45: Q9L7M1, Distance: 3.199
Nearest neighbor-46: O75880, Distance: 3.228
Nearest neighbor-47: Q71XE6, Distance: 3.266
Nearest neighbor-48: Q929F4, Distance: 3.281
Nearest neighbor-49: O52069, Distance: 3.287
Nearest neighbor-50: Q6NWH2, Distance: 3.704

Query: A0A002
Nearest neighbor-1: P9WQJ3, Distance: 1.334
Nearest neighbor-2: Q03024, Distance: 1.503
Nearest neighbor-3: Q51719, Distance: 1.778
Nearest neighbor-4: Q82MV1, Distance: 1.793
Nearest neighbor-5: A0K739, Distance: 1.826
Nearest neighbor-6: P9WQJ4, Distance: 1.892
Nearest neighbor-7: Q7VZE5, Distance: 1.898
Nearest neighbor-8: Q7WGW1, Distance: 1.899
Nearest neighbor-9: Q2J3T0, Distance: 1.936
Nearest neighbor-10: Q21BF6, Distance: 1.937
Nearest neighbor-11: Q6NDA6, Distance: 1.957
Nearest neighbor-12: Q13RD3, Distance: 1.970
Nearest neighbor-13: Q2T751, Distance: 1.979
Nearest neighbor-14: Q89ER4, Distance: 2.011
Nearest neighbor-15: Q9HYF9, Distance: 2.025
Nearest neighbor-16: O69051, Distance: 2.073
Nearest neighbor-17: Q0BH79, Distance: 2.129
Nearest neighbor-18: Q62H59, Distance: 2.135
Nearest neighbor-19: A0K5N5, Distance: 2.137
Nearest neighbor-20: D3KU66, Distance: 2.145
Nearest neighbor-21: Q8GNH6, Distance: 2.145
Nearest neighbor-22: A4X1R6, Distance: 2.156
Nearest neighbor-23: Q92N13, Distance: 2.171
Nearest neighbor-24: Q7VZ31, Distance: 2.177
Nearest neighbor-25: Q3SQ65, Distance: 2.179
Nearest neighbor-26: Q665B6, Distance: 2.180
Nearest neighbor-27: A5VU86, Distance: 2.183
Nearest neighbor-28: Q1LPJ9, Distance: 2.186
Nearest neighbor-29: Q4KBU0, Distance: 2.199
Nearest neighbor-30: Q3KKA1, Distance: 2.212
Nearest neighbor-31: Q6RCE0, Distance: 2.224
Nearest neighbor-32: Q9HYL7, Distance: 2.226
Nearest neighbor-33: Q88RL1, Distance: 2.227
Nearest neighbor-34: Q9PF03, Distance: 2.254
Nearest neighbor-35: Q4UV71, Distance: 2.264
Nearest neighbor-36: Q5P1F3, Distance: 2.270
Nearest neighbor-37: Q66D71, Distance: 2.282
Nearest neighbor-38: Q987E7, Distance: 2.293
Nearest neighbor-39: Q3Z3V4, Distance: 2.329
Nearest neighbor-40: P75796, Distance: 2.335
Nearest neighbor-41: Q2ISN3, Distance: 2.342
Nearest neighbor-42: Q92W60, Distance: 2.347
Nearest neighbor-43: B4TGI0, Distance: 2.353
Nearest neighbor-44: A7ZLX1, Distance: 2.377
Nearest neighbor-45: Q1H0W2, Distance: 2.437
Nearest neighbor-46: Q1C812, Distance: 2.458
Nearest neighbor-47: Q66AT7, Distance: 2.471
Nearest neighbor-48: B2K3G1, Distance: 2.576
Nearest neighbor-49: Q21QL9, Distance: 2.577
Nearest neighbor-50: A1JJ55, Distance: 2.619

Query: A0A009HL96
Nearest neighbor-1: Q5HI09, Distance: 0.639
Nearest neighbor-2: P33112, Distance: 0.642
Nearest neighbor-3: Q99VW2, Distance: 0.660
Nearest neighbor-4: Q8CQ37, Distance: 0.675
Nearest neighbor-5: Q99RR6, Distance: 0.750
Nearest neighbor-6: Q9AE24, Distance: 0.779
Nearest neighbor-7: P28257, Distance: 0.784
Nearest neighbor-8: P0CAW8, Distance: 0.789
Nearest neighbor-9: A6WZ81, Distance: 0.853
Nearest neighbor-10: P45189, Distance: 0.885
Nearest neighbor-11: A0A0H2UQ68, Distance: 0.956
Nearest neighbor-12: P0A4H8, Distance: 0.980
Nearest neighbor-13: P0C000, Distance: 1.055
Nearest neighbor-14: Q2FH23, Distance: 1.055
Nearest neighbor-15: Q5HPC3, Distance: 1.102
Nearest neighbor-16: Q1XDE4, Distance: 1.169
Nearest neighbor-17: A0A0H3NGY1, Distance: 1.215
Nearest neighbor-18: P0AA17, Distance: 1.215
Nearest neighbor-19: Q9KM23, Distance: 1.239
Nearest neighbor-20: P26319, Distance: 1.248
Nearest neighbor-21: P96686, Distance: 1.275
Nearest neighbor-22: Q55890, Distance: 1.354
Nearest neighbor-23: Q7A3U5, Distance: 1.360
Nearest neighbor-24: Q5HEP0, Distance: 1.371
Nearest neighbor-25: Q6GFH3, Distance: 1.383
Nearest neighbor-26: Q6G850, Distance: 1.383
Nearest neighbor-27: P44845, Distance: 1.383
Nearest neighbor-28: P23620, Distance: 1.449
Nearest neighbor-29: Q52376, Distance: 1.494
Nearest neighbor-30: Q8NYH3, Distance: 1.670
Nearest neighbor-31: Q6GCL1, Distance: 1.670
Nearest neighbor-32: P60610, Distance: 1.678
Nearest neighbor-33: Q8DVB7, Distance: 1.704
Nearest neighbor-34: Q87S86, Distance: 1.720
Nearest neighbor-35: Q9ZM64, Distance: 1.744
Nearest neighbor-36: Q8GVV6, Distance: 1.750
Nearest neighbor-37: A1W0A5, Distance: 1.752
Nearest neighbor-38: A6QJN2, Distance: 1.772
Nearest neighbor-39: Q06065, Distance: 1.802
Nearest neighbor-40: Q4L8Q7, Distance: 1.818
Nearest neighbor-41: Q2KCH7, Distance: 1.826
Nearest neighbor-42: A5VUU3, Distance: 1.826
Nearest neighbor-43: A9MBQ2, Distance: 1.826
Nearest neighbor-44: Q73RG3, Distance: 1.844
Nearest neighbor-45: Q8CR97, Distance: 1.897
Nearest neighbor-46: P28787, Distance: 1.899
Nearest neighbor-47: A9N4Z2, Distance: 2.004
Nearest neighbor-48: Q2FY80, Distance: 2.050
Nearest neighbor-49: P44578, Distance: 2.066
Nearest neighbor-50: P0ACJ1, Distance: 2.257

Query: A0A009I3Y5
Nearest neighbor-1: P14181, Distance: 1.687
Nearest neighbor-2: A5UG81, Distance: 1.750
Nearest neighbor-3: P44033, Distance: 1.860
Nearest neighbor-4: Q4QLU9, Distance: 1.906
Nearest neighbor-5: A9KYL6, Distance: 1.985
Nearest neighbor-6: Q7MHY6, Distance: 2.003
Nearest neighbor-7: Q8E9R5, Distance: 2.014
Nearest neighbor-8: A1SW96, Distance: 2.021
Nearest neighbor-9: B2K7I7, Distance: 2.026
Nearest neighbor-10: P33800, Distance: 2.027
Nearest neighbor-11: P44150, Distance: 2.027
Nearest neighbor-12: Q8EIL1, Distance: 2.030
Nearest neighbor-13: Q12SQ2, Distance: 2.034
Nearest neighbor-14: Q1Q8I2, Distance: 2.037
Nearest neighbor-15: Q7VP87, Distance: 2.039
Nearest neighbor-16: Q87PM1, Distance: 2.044
Nearest neighbor-17: A3D8E4, Distance: 2.056
