IVFPQ

Query: A0A002
Nearest neighbor-1: Q51719, Distance: 1.778
Nearest neighbor-24: A7ZZ64, Distance: 2.184
Nearest neighbor-25: B7MTN6, Distance: 2.201
Nearest neighbor-26: Q12SP8, Distance: 2.208
Nearest neighbor-27: B1LNS5, Distance: 2.221
Nearest neighbor-28: P76261, Distance: 2.235
Nearest neighbor-29: O32138, Distance: 2.242
Nearest neighbor-30: Q83CQ2, Distance: 2.252
Nearest neighbor-31: Q9KRA6, Distance: 2.258
Nearest neighbor-32: P77473, Distance: 2.267
Nearest neighbor-33: A5F7F2, Distance: 2.268
Nearest neighbor-34: Q1CGA8, Distance: 2.330
Nearest neighbor-35: Q6D3S2, Distance: 2.360
Nearest neighbor-36: A9NAQ7, Distance: 2.389
Nearest neighbor-37: A8FRM9, Distance: 2.393
Nearest neighbor-38: Q54TR5, Distance: 2.446
Nearest neighbor-39: Q57R80, Distance: 2.452
Nearest neighbor-40: Q5PGN2, Distance: 2.460
Nearest neighbor-41: Q74SR9, Distance: 2.488
Nearest neighbor-42: Q9RHS9, Distance: 2.489
Nearest neighbor-43: B2TYI8, Distance: 2.522
Nearest neighbor-44: B7M8I9, Distance: 2.523
Nearest neighbor-45: Q0T1T1, Distance: 2.523
Nearest neighbor-46: A5WBU9, Distance: 2.523
Nearest neighbor-47: P09158, Distance: 2.534
Nearest neighbor-48: B1XBQ2, Distance: 2.535
Nearest neighbor-49: Q1R8F7, Distance: 2.563
Nearest neighbor-50: Q9BXR3, Distance: 2.683

Query: A0A009HL96
Nearest neighbor-1: Q5HI09, Distance: 0.639
Nearest neighbor-2: P33112, Distance: 0.642
Nearest neighbor-3: Q99VW2, Distance: 0.660
Nearest neighbor-4: Q8CQ37, Distance: 0.675
Nearest neighbor-5: Q99RR6, Distance: 0.750
Nearest neighbor-6: Q9AE24, Distance: 0.779
Nearest neighbor-7: P28257, Distance: 0.784
Nearest neighbor-8: P0CAW8, Distance: 0.789
Nearest neighbor-9: A6WZ81, Distance: 0.853
Nearest neighbor-10: P45189, Distance: 0.885
Nearest neighbor-11: A0A0H2UQ68, Distance: 0.956
Nearest neighbor-12: P0A4H8, Distance: 0.980
Nearest neighbor-13: P0C000, Distance: 1.055
Nearest neighbor-14: Q2FH23, Distance: 1.055
Nearest neighbor-15: Q5HPC3, Distance: 1.102
Nearest neighbor-16: Q1XDE4, Distance: 1.169
Nearest neighbor-17: A0A0H3NGY1, Distance: 1.215
Nearest neighbor-18: P0AA17, Distance: 1.215
Nearest neighbor-19: Q9KM23, Distance: 1.239
Nearest neighbor-20: P26319, Distance: 1.248
Nearest neighbor-21: P96686, Distance: 1.275
Nearest neighbor-22: Q55890, Distance: 1.354
Nearest neighbor-23: Q7A3U5, Distance: 1.360
Nearest neighbor-24: Q5HEP0, Distance: 1.371
Nearest neighbor-25: Q6G850, Distance: 1.383
Nearest neighbor-26: Q6GFH3, Distance: 1.383
Nearest neighbor-27: P44845, Distance: 1.383
Nearest neighbor-28: P23620, Distance: 1.449
Nearest neighbor-29: Q52376, Distance: 1.494
Nearest neighbor-30: P60610, Distance: 1.678
Nearest neighbor-31: Q87S86, Distance: 1.720
Nearest neighbor-32: Q52990, Distance: 1.733
Nearest neighbor-33: Q9ZM64, Distance: 1.744
Nearest neighbor-34: Q8GVV6, Distance: 1.750
Nearest neighbor-35: Q4L8Q7, Distance: 1.818
Nearest neighbor-36: Q2KCH7, Distance: 1.826
Nearest neighbor-37: A5VUU3, Distance: 1.826
Nearest neighbor-38: A9MBQ2, Distance: 1.826
Nearest neighbor-39: Q73RG3, Distance: 1.844
Nearest neighbor-40: A6LRL7, Distance: 2.045
Nearest neighbor-41: Q2FY80, Distance: 2.050
Nearest neighbor-42: A0PZS6, Distance: 2.121
Nearest neighbor-43: P26778, Distance: 2.136
Nearest neighbor-44: C3P7L0, Distance: 2.154
Nearest neighbor-45: A9VFH8, Distance: 2.154
Nearest neighbor-46: Q819B3, Distance: 2.173
Nearest neighbor-47: P0ACJ1, Distance: 2.257
Nearest neighbor-48: O07627, Distance: 2.438
Nearest neighbor-49: O05404, Distance: 2.455
Nearest neighbor-50: P44790, Distance: 2.503

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 1.189
Nearest neighbor-2: P11961, Distance: 1.983
Nearest neighbor-3: Q9SQI8, Distance: 2.006
Nearest neighbor-4: P49786, Distance: 2.008
Nearest neighbor-5: P22439, Distance: 2.194
Nearest neighbor-6: P43874, Distance: 2.221
Nearest neighbor-7: P29337, Distance: 2.289
Nearest neighbor-8: P02904, Distance: 2.351
Nearest neighbor-9: P0ABE1, Distance: 2.443
Nearest neighbor-10: Q68XI8, Distance: 2.551
Nearest neighbor-11: B5XWP9, Distance: 2.557
Nearest neighbor-12: A9N025, Distance: 2.626
Nearest neighbor-13: A8AH10, Distance: 2.644
Nearest neighbor-14: C6DH15, Distance: 2.663
Nearest neighbor-15: Q9Z4H7, Distance: 2.725
Nearest neighbor-16: O06432, Distance: 2.765
Nearest neighbor-17: A5TY84, Distance: 2.767
Nearest neighbor-18: Q6G9D9, Distance: 2.771
Nearest neighbor-19: Q4R4J7, Distance: 2.806
Nearest neighbor-20: Q4P3U9, Distance: 2.871
Nearest neighbor-21: A0A0M4FTF3, Distance: 2.871
Nearest neighbor-22: Q5AJD0, Distance: 2.900
Nearest neighbor-23: O52042, Distance: 2.904
Nearest neighbor-24: B4RCD1, Distance: 2.938
Nearest neighbor-25: A3P6Z9, Distance: 2.939
Nearest neighbor-26: Q00248, Distance: 2.940
Nearest neighbor-27: I1WUC2, Distance: 2.942
Nearest neighbor-28: Q62B05, Distance: 2.952
Nearest neighbor-29: Q7RYV0, Distance: 3.002
Nearest neighbor-30: A1AV44, Distance: 3.009
Nearest neighbor-31: O34966, Distance: 3.122
Nearest neighbor-32: Q51463, Distance: 3.130
Nearest neighbor-33: P56416, Distance: 3.143
Nearest neighbor-34: Q8DQ24, Distance: 3.149
Nearest neighbor-35: C1CK62, Distance: 3.150
Nearest neighbor-36: Q2FF45, Distance: 3.152
Nearest neighbor-37: P55142, Distance: 3.153
Nearest neighbor-38: P31780, Distance: 3.174
Nearest neighbor-39: P0A4D7, Distance: 3.189
Nearest neighbor-40: Q9L7M1, Distance: 3.199
Nearest neighbor-41: B2VGW1, Distance: 3.210
Nearest neighbor-42: Q9I4Z4, Distance: 3.264
Nearest neighbor-43: Q71XE6, Distance: 3.266
Nearest neighbor-44: O52069, Distance: 3.287
Nearest neighbor-45: D3GME4, Distance: 3.305
Nearest neighbor-46: P86769, Distance: 3.332
Nearest neighbor-47: A0A0H3JTL0, Distance: 3.347
Nearest neighbor-48: Q10168, Distance: 3.369
Nearest neighbor-49: P02619, Distance: 3.400
Nearest neighbor-50: P03667, Distance: 3.408

Query: A0A009I3Y5
Nearest neighbor-1: P14181, Distance: 1.687
Nearest neighbor-2: A5UG81, Distance: 1.750
Nearest neighbor-3: P44033, Distance: 1.860
Nearest neighbor-4: Q4QLU9, Distance: 1.906
Nearest neighbor-5: A9KYL6, Distance: 1.985
Nearest neighbor-6: Q8E9R5, Distance: 2.014
Nearest neighbor-7: P44150, Distance: 2.027
Nearest neighbor-8: Q7MAX6, Distance: 2.032
Nearest neighbor-9: Q87PM1, Distance: 2.044
Nearest neighbor-10: P75612, Distance: 2.058
Nearest neighbor-11: B6EL06, Distance: 2.084
Nearest neighbor-12: P20098, Distance: 2.112
Nearest neighbor-13: A6VLF9, Distance: 2.114
Nearest neighbor-14: Q9CPH1, Distance: 2.116
Nearest neighbor-15: Q6G4C4, Distance: 2.116
Nearest neighbor-16: B8CI04, Distance: 2.117
Nearest neighbor-17: B4ET17, Distance: 2.150
Nearest neighbor-18: Q3IHQ6, Distance: 2.156
Nearest neighbor-19: B7UKC3, Distance: 2.162
Nearest neighbor-20: Q1R5L6, Distance: 2.164
Nearest neighbor-21: A1AGU2, Distance: 2.164
Nearest neighbor-22: B7MJ93, Distance: 2.193
Nearest neighbor-23: B2TWG0, Distance: 2.197
Nearest neighbor-24: A7ZZ64, Distance: 2.197
Nearest neighbor-25: Q12SP8, Distance: 2.200
Nearest neighbor-26: B7MTN6, Distance: 2.214
Nearest neighbor-27: P76261, Distance: 2.230
Nearest neighbor-28: A8GL74, Distance: 2.241
Nearest neighbor-29: Q83CQ2, Distance: 2.252
Nearest neighbor-30: O32138, Distance: 2.255
Nearest neighbor-31: P77473, Distance: 2.269
Nearest neighbor-32: Q9KRA6, Distance: 2.269
Nearest neighbor-33: A5F7F2, Distance: 2.279
Nearest neighbor-34: Q1CGA8, Distance: 2.319
Nearest neighbor-35: A8FRM9, Distance: 2.385
Nearest neighbor-36: A9NAQ7, Distance: 2.395
Nearest neighbor-37: Q57R80, Distance: 2.448
Nearest neighbor-38: Q5PGN2, Distance: 2.455
Nearest neighbor-39: Q74SR9, Distance: 2.483
Nearest neighbor-40: Q9RHS9, Distance: 2.486
Nearest neighbor-41: B7M8I9, Distance: 2.519
Nearest neighbor-42: A5WBU9, Distance: 2.524
Nearest neighbor-43: P09158, Distance: 2.531
Nearest neighbor-44: B1XBQ2, Distance: 2.532
Nearest neighbor-45: C5BED3, Distance: 2.541
Nearest neighbor-46: Q1R8F7, Distance: 2.561
Nearest neighbor-47: A4W6M6, Distance: 2.583
Nearest neighbor-48: B5QTV6, Distance: 2.644
Nearest neighbor-49: A9N0W9, Distance: 2.657
Nearest neighbor-50: Q9BXR3, Distance: 2.684

Query: A0A009HPM0
Nearest neighbor-1: B2TWG0, Distance: 1.437
Nearest neighbor-2: B1LNS5, Distance: 1.449
Nearest neighbor-3: A1RP91, Distance: 1.454
Nearest neighbor-4: Q5PK68, Distance: 1.457
Nearest neighbor-5: B5BJN9, Distance: 1.457
Nearest neighbor-6: B0VRJ4, Distance: 1.482
Nearest neighbor-7: Q7MHY6, Distance: 1.486
Nearest neighbor-8: A6VLF9, Distance: 1.487
Nearest neighbor-9: Q7MAX6, Distance: 1.495
Nearest neighbor-10: A3QHZ8, Distance: 1.497
Nearest neighbor-11: A8GL74, Distance: 1.512
Nearest neighbor-12: Q12SP8, Distance: 1.523
Nearest neighbor-13: A3D8E4, Distance: 1.525
Nearest neighbor-14: C5BC48, Distance: 1.536
Nearest neighbor-15: B1IRN3, Distance: 1.543
Nearest neighbor-16: B4ET17, Distance: 1.559
Nearest neighbor-17: Q3IHQ6, Distance: 1.579
Nearest neighbor-18: A4TQK1, Distance: 1.585
Nearest neighbor-19: Q7VP87, Distance: 1.587
Nearest neighbor-20: Q8EIL1, Distance: 1.593
Nearest neighbor-21: Q6D3S2, Distance: 1.623
Nearest neighbor-22: Q2NQZ6, Distance: 1.651
Nearest neighbor-23: A9MRB9, Distance: 1.653
Nearest neighbor-24: B5F512, Distance: 1.656
Nearest neighbor-25: B2TZQ2, Distance: 1.686
Nearest neighbor-26: Q9RHS9, Distance: 1.690
Nearest neighbor-27: Q1CGA8, Distance: 1.694
Nearest neighbor-28: C3K2F6, Distance: 1.698
Nearest neighbor-29: Q57R80, Distance: 1.728
Nearest neighbor-30: Q5PGN2, Distance: 1.756
Nearest neighbor-31: P09158, Distance: 1.786
Nearest neighbor-32: B1LGS2, Distance: 1.786
Nearest neighbor-33: P66834, Distance: 1.788
Nearest neighbor-34: C5BED3, Distance: 1.814
Nearest neighbor-35: A8ALG8, Distance: 1.846
Nearest neighbor-36: B5FIB4, Distance: 1.862
Nearest neighbor-37: Q8ZRS3, Distance: 1.862
Nearest neighbor-38: Q74SR9, Distance: 1.863
Nearest neighbor-39: A8FRM9, Distance: 1.869
Nearest neighbor-40: A4W6M6, Distance: 1.878
Nearest neighbor-41: B7M8I9, Distance: 1.878
Nearest neighbor-42: Q0T1T1, Distance: 1.878
Nearest neighbor-43: B1XBQ2, Distance: 1.883
Nearest neighbor-44: B2TYI8, Distance: 1.889
Nearest neighbor-45: Q3M3Q5, Distance: 1.894
Nearest neighbor-46: Q1R8F7, Distance: 1.906
Nearest neighbor-47: Q884N3, Distance: 1.922
Nearest neighbor-48: Q9KU62, Distance: 1.926
Nearest neighbor-49: B5QTV6, Distance: 1.974
Nearest neighbor-50: A9N0W9, Distance: 1.988

Query: A0A009HQC9
Nearest neighbor-1: Q0HR19, Distance: 0.519
Nearest neighbor-2: Q0HMR2, Distance: 0.521
Nearest neighbor-3: A0KGL5, Distance: 0.521
Nearest neighbor-4: A1A7A6, Distance: 0.573
Nearest neighbor-5: A7ZW09, Distance: 0.579
Nearest neighbor-6: B0BT63, Distance: 0.579
Nearest neighbor-7: A7MSB2, Distance: 0.586
Nearest neighbor-8: Q48LP5, Distance: 0.609
Nearest neighbor-9: B5FI41, Distance: 0.610
Nearest neighbor-10: Q5PDF0, Distance: 0.613
Nearest neighbor-11: Q3KGV8, Distance: 0.669
Nearest neighbor-12: Q9HYT6, Distance: 0.745
Nearest neighbor-13: A7FKM4, Distance: 0.940
Nearest neighbor-14: C5BEJ2, Distance: 0.943
Nearest neighbor-15: B5F076, Distance: 0.987
Nearest neighbor-16: Q57RF9, Distance: 0.987
Nearest neighbor-17: C0PWY7, Distance: 0.987
Nearest neighbor-18: A9MTI2, Distance: 0.987
Nearest neighbor-19: Q5X0E6, Distance: 0.999
Nearest neighbor-20: A4W8C2, Distance: 1.027
Nearest neighbor-21: A7ZY35, Distance: 1.051
Nearest neighbor-22: B7NA78, Distance: 1.051
Nearest neighbor-23: B8G8R1, Distance: 1.109
Nearest neighbor-24: A9WT85, Distance: 1.115
Nearest neighbor-25: Q50939, Distance: 1.140
Nearest neighbor-26: Q1JBD1, Distance: 1.148
Nearest neighbor-27: Q99ZA5, Distance: 1.154
Nearest neighbor-28: C0MBD7, Distance: 1.170
Nearest neighbor-29: Q9ZDW2, Distance: 1.170
Nearest neighbor-30: Q8ZQN7, Distance: 1.172
Nearest neighbor-31: P52126, Distance: 1.176
Nearest neighbor-32: Q54986, Distance: 1.196
Nearest neighbor-33: B1IC35, Distance: 1.199
Nearest neighbor-34: Q884C9, Distance: 1.206
Nearest neighbor-35: Q3SIK7, Distance: 1.221
Nearest neighbor-36: Q8CWX7, Distance: 1.227
Nearest neighbor-37: A3CNJ9, Distance: 1.237
Nearest neighbor-38: Q49VV6, Distance: 1.241
Nearest neighbor-39: P0C9B2, Distance: 1.249
Nearest neighbor-40: Q3Z9B4, Distance: 1.276
Nearest neighbor-41: Q631I6, Distance: 1.343
Nearest neighbor-42: P18074, Distance: 1.364
Nearest neighbor-43: Q641Y8, Distance: 1.395
Nearest neighbor-44: Q9T1Q7, Distance: 1.414
Nearest neighbor-45: Q5NVJ8, Distance: 1.415
Nearest neighbor-46: Q65191, Distance: 1.425
Nearest neighbor-47: Q21489, Distance: 1.517
Nearest neighbor-48: Q10D00, Distance: 1.528
Nearest neighbor-49: Q8P1T8, Distance: 1.627
Nearest neighbor-50: P67113, Distance: 1.633

Query: A0A001
Nearest neighbor-1: A5WJJ8, Distance: 2.081
Nearest neighbor-2: P64708, Distance: 2.081
Nearest neighbor-3: D3KU66, Distance: 2.085
Nearest neighbor-4: A4X1R6, Distance: 2.124
Nearest neighbor-5: A1UKA3, Distance: 2.142
Nearest neighbor-6: P9WGX2, Distance: 2.154
Nearest neighbor-7: Q82G92, Distance: 2.164
Nearest neighbor-8: C7MSY6, Distance: 2.175
Nearest neighbor-9: B1VLT7, Distance: 2.180
Nearest neighbor-10: B1VN94, Distance: 2.190
Nearest neighbor-11: D2Q1C4, Distance: 2.194
Nearest neighbor-12: E1V4F9, Distance: 2.215
Nearest neighbor-13: A0QS28, Distance: 2.223
Nearest neighbor-14: Q9EX73, Distance: 2.300
Nearest neighbor-15: Q1AS21, Distance: 2.302
Nearest neighbor-16: A9INR9, Distance: 2.315
