IVFPQ

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 1.189
Nearest neighbor-34: O32138, Distance: 2.242
Nearest neighbor-35: Q9KRA6, Distance: 2.258
Nearest neighbor-36: P77473, Distance: 2.267
Nearest neighbor-37: A5F7F2, Distance: 2.268
Nearest neighbor-38: Q3YZN7, Distance: 2.276
Nearest neighbor-39: Q8XCQ7, Distance: 2.279
Nearest neighbor-40: A1ADH3, Distance: 2.285
Nearest neighbor-41: Q0HVY7, Distance: 2.297
Nearest neighbor-42: Q1CHL1, Distance: 2.326
Nearest neighbor-43: A7FGL1, Distance: 2.332
Nearest neighbor-44: Q55370, Distance: 2.339
Nearest neighbor-45: P0CL08, Distance: 2.372
Nearest neighbor-46: A9NAQ7, Distance: 2.389
Nearest neighbor-47: A8FRM9, Distance: 2.393
Nearest neighbor-48: Q54TR5, Distance: 2.446
Nearest neighbor-49: Q65V94, Distance: 2.535
Nearest neighbor-50: Q9PH03, Distance: 2.547

Query: A0A009HLV9
Nearest neighbor-1: P28787, Distance: 0.570
Nearest neighbor-2: Q06065, Distance: 0.887
Nearest neighbor-3: Q5E3W8, Distance: 0.915
Nearest neighbor-4: P23747, Distance: 0.951
Nearest neighbor-5: O87455, Distance: 0.955
Nearest neighbor-6: P59402, Distance: 0.987
Nearest neighbor-7: A8A3I6, Distance: 0.999
Nearest neighbor-8: B6I695, Distance: 1.009
Nearest neighbor-9: B7N6T9, Distance: 1.013
Nearest neighbor-10: Q0TEH1, Distance: 1.015
Nearest neighbor-11: P36219, Distance: 1.027
Nearest neighbor-12: B4T3B0, Distance: 1.029
Nearest neighbor-13: B4TT16, Distance: 1.039
Nearest neighbor-14: P37931, Distance: 1.066
Nearest neighbor-15: Q3K999, Distance: 1.069
Nearest neighbor-16: Q03YJ6, Distance: 1.105
Nearest neighbor-17: A5FRK7, Distance: 1.124
Nearest neighbor-18: Q220I3, Distance: 1.135
Nearest neighbor-19: P37930, Distance: 1.142
Nearest neighbor-20: B0JY77, Distance: 1.142
Nearest neighbor-21: P71229, Distance: 1.153
Nearest neighbor-22: A1U1B9, Distance: 1.176
Nearest neighbor-23: A4STH5, Distance: 1.188
Nearest neighbor-24: Q5H2A4, Distance: 1.188
Nearest neighbor-25: Q3BQF5, Distance: 1.191
Nearest neighbor-26: Q13UC0, Distance: 1.192
Nearest neighbor-27: Q7WGB3, Distance: 1.214
Nearest neighbor-28: P0DF50, Distance: 1.220
Nearest neighbor-29: Q88V03, Distance: 1.229
Nearest neighbor-30: Q9KDI8, Distance: 1.240
Nearest neighbor-31: P61529, Distance: 1.248
Nearest neighbor-32: Q83BE0, Distance: 1.259
Nearest neighbor-33: Q92BI2, Distance: 1.263
Nearest neighbor-34: C1DRF8, Distance: 1.282
Nearest neighbor-35: Q634C4, Distance: 1.284
Nearest neighbor-36: Q6HDA6, Distance: 1.284
Nearest neighbor-37: Q817W4, Distance: 1.289
Nearest neighbor-38: B4SDZ7, Distance: 1.295
Nearest neighbor-39: A5WFF6, Distance: 1.312
Nearest neighbor-40: A8ZUH7, Distance: 1.313
Nearest neighbor-41: Q4FTT9, Distance: 1.315
Nearest neighbor-42: C0REW5, Distance: 1.319
Nearest neighbor-43: O94449, Distance: 1.336
Nearest neighbor-44: P29570, Distance: 1.380
Nearest neighbor-45: B2ISI4, Distance: 1.397
Nearest neighbor-46: A2SQT3, Distance: 1.423
Nearest neighbor-47: A4QEN3, Distance: 1.461
Nearest neighbor-48: B9KKV4, Distance: 1.474
Nearest neighbor-49: Q2RHT7, Distance: 1.495
Nearest neighbor-50: A1R724, Distance: 1.513

Query: A0A001
Nearest neighbor-1: P9WQJ3, Distance: 1.340
Nearest neighbor-2: Q9ZEP3, Distance: 1.757
Nearest neighbor-3: P64708, Distance: 2.081
Nearest neighbor-4: A5WJJ8, Distance: 2.081
Nearest neighbor-5: D3KU66, Distance: 2.085
Nearest neighbor-6: A4X1R6, Distance: 2.124
Nearest neighbor-7: A1UKA3, Distance: 2.142
Nearest neighbor-8: P9WGX2, Distance: 2.154
Nearest neighbor-9: Q82G92, Distance: 2.164
Nearest neighbor-10: P9WIL0, Distance: 2.169
Nearest neighbor-11: A0QF52, Distance: 2.174
Nearest neighbor-12: A8LVF4, Distance: 2.175
Nearest neighbor-13: E1V4F9, Distance: 2.215
Nearest neighbor-14: A0QS28, Distance: 2.223
Nearest neighbor-15: B7GQ78, Distance: 2.276
Nearest neighbor-16: A3PHS8, Distance: 2.288
Nearest neighbor-17: P64866, Distance: 2.292
Nearest neighbor-18: A9INR9, Distance: 2.315
Nearest neighbor-19: A3NWL7, Distance: 2.341
Nearest neighbor-20: B7KSC1, Distance: 2.355
Nearest neighbor-21: Q8PCK0, Distance: 2.406
Nearest neighbor-22: Q0AMW7, Distance: 2.413
Nearest neighbor-23: P9WMV4, Distance: 2.415
Nearest neighbor-24: A2S291, Distance: 2.422
Nearest neighbor-25: Q7U1S4, Distance: 2.446
Nearest neighbor-26: Q609F9, Distance: 2.448
Nearest neighbor-27: Q5FUJ5, Distance: 2.452
Nearest neighbor-28: A5E8T9, Distance: 2.464
Nearest neighbor-29: E2CYT2, Distance: 2.466
Nearest neighbor-30: A5UTG1, Distance: 2.470
Nearest neighbor-31: P9WK85, Distance: 2.477
Nearest neighbor-32: D5AQD5, Distance: 2.480
Nearest neighbor-33: A9IMI9, Distance: 2.486
Nearest neighbor-34: P9WPW8, Distance: 2.502
Nearest neighbor-35: P9WPW9, Distance: 2.502
Nearest neighbor-36: B2T4Y1, Distance: 2.525
Nearest neighbor-37: Q8PAD3, Distance: 2.538
Nearest neighbor-38: A1B945, Distance: 2.544
Nearest neighbor-39: B0RV00, Distance: 2.557
Nearest neighbor-40: Q2YLY5, Distance: 2.562
Nearest neighbor-41: C3MEM9, Distance: 2.571
Nearest neighbor-42: Q9HWG9, Distance: 2.579
Nearest neighbor-43: P9WFY4, Distance: 2.581
Nearest neighbor-44: Q92NL9, Distance: 2.588
Nearest neighbor-45: P9WM51, Distance: 2.593
Nearest neighbor-46: P23262, Distance: 2.597
Nearest neighbor-47: A4VPB6, Distance: 2.611
Nearest neighbor-48: B3PTW0, Distance: 2.629
Nearest neighbor-49: Q8P4Q9, Distance: 2.638
Nearest neighbor-50: Q7W4B4, Distance: 2.808

Query: A0A010Q3W2
Nearest neighbor-1: D1ZEM6, Distance: 1.149
Nearest neighbor-2: Q2UUT4, Distance: 1.179
Nearest neighbor-3: A2QI22, Distance: 1.235
Nearest neighbor-4: P0CS56, Distance: 1.237
Nearest neighbor-5: A1CXL0, Distance: 1.244
Nearest neighbor-6: P0CS29, Distance: 1.286
Nearest neighbor-7: Q9S7I8, Distance: 1.298
Nearest neighbor-8: Q9SU78, Distance: 1.312
Nearest neighbor-9: Q9P7C0, Distance: 1.318
Nearest neighbor-10: A2RAG5, Distance: 1.326
Nearest neighbor-11: C1GB49, Distance: 1.326
Nearest neighbor-12: O35828, Distance: 1.332
Nearest neighbor-13: Q8VYZ5, Distance: 1.352
Nearest neighbor-14: O82266, Distance: 1.358
Nearest neighbor-15: Q652L2, Distance: 1.370
Nearest neighbor-16: Q20059, Distance: 1.371
Nearest neighbor-17: Q6C709, Distance: 1.371
Nearest neighbor-18: A8NZM5, Distance: 1.381
Nearest neighbor-19: A1CBB8, Distance: 1.384
Nearest neighbor-20: Q8TEB1, Distance: 1.391
Nearest neighbor-21: Q5NVM2, Distance: 1.393
Nearest neighbor-22: A4IGH4, Distance: 1.400
Nearest neighbor-23: C5DF48, Distance: 1.410
Nearest neighbor-24: A1DE24, Distance: 1.417
Nearest neighbor-25: Q96U88, Distance: 1.420
Nearest neighbor-26: Q4P553, Distance: 1.446
Nearest neighbor-27: Q8CFJ9, Distance: 1.451
Nearest neighbor-28: Q9LJN8, Distance: 1.461
Nearest neighbor-29: O43660, Distance: 1.463
Nearest neighbor-30: Q9WUC8, Distance: 1.467
Nearest neighbor-31: Q8R2N2, Distance: 1.479
Nearest neighbor-32: Q8BH57, Distance: 1.483
Nearest neighbor-33: Q05B30, Distance: 1.487
Nearest neighbor-34: P0CS37, Distance: 1.489
Nearest neighbor-35: Q8GYE0, Distance: 1.491
Nearest neighbor-36: P0DL28, Distance: 1.494
Nearest neighbor-37: O74340, Distance: 1.495
Nearest neighbor-38: Q2T9T9, Distance: 1.498
Nearest neighbor-39: Q2UA71, Distance: 1.511
Nearest neighbor-40: Q8C6G8, Distance: 1.512
Nearest neighbor-41: Q6TEN6, Distance: 1.517
Nearest neighbor-42: P93107, Distance: 1.525
Nearest neighbor-43: P54319, Distance: 1.550
Nearest neighbor-44: P0CS40, Distance: 1.550
Nearest neighbor-45: Q6KAU8, Distance: 1.581
Nearest neighbor-46: A2QPW4, Distance: 1.587
Nearest neighbor-47: O14011, Distance: 1.614
Nearest neighbor-48: E3LB80, Distance: 1.709
Nearest neighbor-49: Q3SWZ7, Distance: 1.882
Nearest neighbor-50: Q9BUR4, Distance: 1.903

Query: A0A009HPM0
Nearest neighbor-1: B2TWG0, Distance: 1.437
Nearest neighbor-2: B1LNS5, Distance: 1.449
Nearest neighbor-3: Q88XP4, Distance: 1.452
Nearest neighbor-4: A1RP91, Distance: 1.454
Nearest neighbor-5: Q5PK68, Distance: 1.457
Nearest neighbor-6: B5BJN9, Distance: 1.457
Nearest neighbor-7: B0VRJ4, Distance: 1.482
Nearest neighbor-8: Q7MHY6, Distance: 1.486
Nearest neighbor-9: A6VLF9, Distance: 1.487
Nearest neighbor-10: Q7MAX6, Distance: 1.495
Nearest neighbor-11: A3QHZ8, Distance: 1.497
Nearest neighbor-12: A8GL74, Distance: 1.512
Nearest neighbor-13: Q12SP8, Distance: 1.523
Nearest neighbor-14: A3D8E4, Distance: 1.525
Nearest neighbor-15: C5BC48, Distance: 1.536
Nearest neighbor-16: B1IRN3, Distance: 1.543
Nearest neighbor-17: B6EL06, Distance: 1.543
Nearest neighbor-18: B4ET17, Distance: 1.559
Nearest neighbor-19: Q3IHQ6, Distance: 1.579
Nearest neighbor-20: B5BG31, Distance: 1.584
Nearest neighbor-21: B6I4D2, Distance: 1.588
Nearest neighbor-22: Q8EIL1, Distance: 1.593
Nearest neighbor-23: B6HZX3, Distance: 1.597
Nearest neighbor-24: Q7MIT5, Distance: 1.600
Nearest neighbor-25: Q6D3S2, Distance: 1.623
Nearest neighbor-26: P77473, Distance: 1.641
Nearest neighbor-27: C3LP59, Distance: 1.641
Nearest neighbor-28: B0BTC2, Distance: 1.657
Nearest neighbor-29: B3ER86, Distance: 1.657
Nearest neighbor-30: P76261, Distance: 1.658
Nearest neighbor-31: Q1CGA8, Distance: 1.694
Nearest neighbor-32: C3K2F6, Distance: 1.698
Nearest neighbor-33: B2J946, Distance: 1.700
Nearest neighbor-34: P45544, Distance: 1.725
Nearest neighbor-35: Q57R80, Distance: 1.728
Nearest neighbor-36: B0V7R3, Distance: 1.730
Nearest neighbor-37: Q55370, Distance: 1.737
Nearest neighbor-38: B1JQP6, Distance: 1.744
Nearest neighbor-39: Q5PGN2, Distance: 1.756
Nearest neighbor-40: Q56128, Distance: 1.767
Nearest neighbor-41: Q05938, Distance: 1.781
Nearest neighbor-42: A9NAQ7, Distance: 1.829
Nearest neighbor-43: Q6F943, Distance: 1.875
Nearest neighbor-44: B1XBQ2, Distance: 1.883
Nearest neighbor-45: Q1R8F7, Distance: 1.906
Nearest neighbor-46: A9AUP1, Distance: 1.924
Nearest neighbor-47: B0UWL8, Distance: 1.936
Nearest neighbor-48: Q44740, Distance: 2.009
Nearest neighbor-49: A5WBU9, Distance: 2.089
Nearest neighbor-50: Q65V94, Distance: 2.225

Query: A0A009HN45
Nearest neighbor-1: A7MSB2, Distance: 0.681
Nearest neighbor-2: Q9ZDW2, Distance: 0.740
Nearest neighbor-3: B0BT63, Distance: 0.760
Nearest neighbor-4: P52126, Distance: 0.792
Nearest neighbor-5: Q0HMR2, Distance: 0.792
Nearest neighbor-6: Q0HR19, Distance: 0.796
Nearest neighbor-7: Q99ZA5, Distance: 0.806
Nearest neighbor-8: Q1JBD1, Distance: 0.807
Nearest neighbor-9: Q5X0E6, Distance: 0.828
Nearest neighbor-10: A1A7A6, Distance: 0.837
Nearest neighbor-11: A7ZW09, Distance: 0.845
Nearest neighbor-12: P0C9B2, Distance: 0.846
Nearest neighbor-13: Q03AL7, Distance: 0.856
Nearest neighbor-14: Q9ZKA0, Distance: 0.868
Nearest neighbor-15: Q50939, Distance: 0.869
Nearest neighbor-16: C0MBD7, Distance: 0.877
Nearest neighbor-17: Q5PDF0, Distance: 0.891
Nearest neighbor-18: Q54986, Distance: 0.891
Nearest neighbor-19: A7FKM4, Distance: 0.891
Nearest neighbor-20: Q49VV6, Distance: 0.896
Nearest neighbor-21: B1IC35, Distance: 0.898
Nearest neighbor-22: B5FI41, Distance: 0.898
Nearest neighbor-23: Q71WT9, Distance: 0.922
Nearest neighbor-24: A3CNJ9, Distance: 0.922
Nearest neighbor-25: Q8CWX7, Distance: 0.926
Nearest neighbor-26: Q8F8A9, Distance: 0.930
Nearest neighbor-27: B1L280, Distance: 0.959
Nearest neighbor-28: B5F076, Distance: 0.983
Nearest neighbor-29: Q57RF9, Distance: 0.983
Nearest neighbor-30: A9MTI2, Distance: 0.983
Nearest neighbor-31: C0PWY7, Distance: 0.983
Nearest neighbor-32: A4W8C2, Distance: 0.990
Nearest neighbor-33: Q47EI2, Distance: 1.001
Nearest neighbor-34: A7ZY35, Distance: 1.016
Nearest neighbor-35: B7NA78, Distance: 1.016
Nearest neighbor-36: A0KGL5, Distance: 1.029
Nearest neighbor-37: Q3SIK7, Distance: 1.039
Nearest neighbor-38: Q3Z9B4, Distance: 1.054
Nearest neighbor-39: Q631I6, Distance: 1.085
Nearest neighbor-40: Q641Y8, Distance: 1.148
Nearest neighbor-41: Q65191, Distance: 1.163
Nearest neighbor-42: Q5NVJ8, Distance: 1.167
Nearest neighbor-43: P40562, Distance: 1.189
Nearest neighbor-44: Q21489, Distance: 1.214
Nearest neighbor-45: Q55G81, Distance: 1.245
Nearest neighbor-46: P18074, Distance: 1.259
Nearest neighbor-47: Q10D00, Distance: 1.288
Nearest neighbor-48: Q9T1Q7, Distance: 1.355
Nearest neighbor-49: P0DW41, Distance: 1.544
Nearest neighbor-50: Q1RIP8, Distance: 1.629

Query: A0A009HQC9
Nearest neighbor-1: Q0HR19, Distance: 0.519
Nearest neighbor-2: Q0HMR2, Distance: 0.521
Nearest neighbor-3: A0KGL5, Distance: 0.521
Nearest neighbor-4: A1A7A6, Distance: 0.573
Nearest neighbor-5: A7ZW09, Distance: 0.579
Nearest neighbor-6: B0BT63, Distance: 0.579
Nearest neighbor-7: A7MSB2, Distance: 0.586
Nearest neighbor-8: Q48LP5, Distance: 0.609
Nearest neighbor-9: B5FI41, Distance: 0.610
Nearest neighbor-10: Q5PDF0, Distance: 0.613
Nearest neighbor-11: Q3KGV8, Distance: 0.669
Nearest neighbor-12: Q9HYT6, Distance: 0.745
Nearest neighbor-13: A7FKM4, Distance: 0.940
Nearest neighbor-14: C5BEJ2, Distance: 0.943
Nearest neighbor-15: Q57RF9, Distance: 0.987
Nearest neighbor-16: A9MTI2, Distance: 0.987
Nearest neighbor-17: C0PWY7, Distance: 0.987
Nearest neighbor-18: B5F076, Distance: 0.987
Nearest neighbor-19: Q5X0E6, Distance: 0.999
Nearest neighbor-20: A4W8C2, Distance: 1.027
Nearest neighbor-21: B7NA78, Distance: 1.051
Nearest neighbor-22: A7ZY35, Distance: 1.051
Nearest neighbor-23: B8G8R1, Distance: 1.109
Nearest neighbor-24: A9WT85, Distance: 1.115
Nearest neighbor-25: Q50939, Distance: 1.140
Nearest neighbor-26: Q1JBD1, Distance: 1.148
Nearest neighbor-27: Q99ZA5, Distance: 1.154
Nearest neighbor-28: C0MBD7, Distance: 1.170
Nearest neighbor-29: Q9ZDW2, Distance: 1.170
Nearest neighbor-30: P52126, Distance: 1.176
Nearest neighbor-31: Q54986, Distance: 1.196
Nearest neighbor-32: B1IC35, Distance: 1.199
Nearest neighbor-33: Q47EI2, Distance: 1.202
Nearest neighbor-34: A1VDN0, Distance: 1.212
Nearest neighbor-35: Q7W8V6, Distance: 1.219
Nearest neighbor-36: Q03AL7, Distance: 1.219
Nearest neighbor-37: Q8CWX7, Distance: 1.227
Nearest neighbor-38: A3CNJ9, Distance: 1.237
Nearest neighbor-39: Q49VV6, Distance: 1.241
Nearest neighbor-40: P0C9B2, Distance: 1.249
Nearest neighbor-41: Q71WT9, Distance: 1.288
Nearest neighbor-42: P18074, Distance: 1.364
Nearest neighbor-43: Q641Y8, Distance: 1.395
Nearest neighbor-44: Q9T1Q7, Distance: 1.414
Nearest neighbor-45: Q5NVJ8, Distance: 1.415
Nearest neighbor-46: Q65191, Distance: 1.425
Nearest neighbor-47: Q329T4, Distance: 1.477
Nearest neighbor-48: Q0TAW4, Distance: 1.495
Nearest neighbor-49: B7N2I4, Distance: 1.496
Nearest neighbor-50: Q10D00, Distance: 1.528

Query: A0A009I3Y5
Nearest neighbor-1: P14181, Distance: 1.687
Nearest neighbor-2: A5UG81, Distance: 1.750
Nearest neighbor-3: Q4QLU9, Distance: 1.906
Nearest neighbor-4: Q7MHY6, Distance: 2.003
Nearest neighbor-5: A1SW96, Distance: 2.021
Nearest neighbor-6: Q8EIL1, Distance: 2.030
Nearest neighbor-7: Q7MAX6, Distance: 2.032
Nearest neighbor-8: Q87PM1, Distance: 2.044
Nearest neighbor-9: A3D8E4, Distance: 2.056
Nearest neighbor-10: B0VRJ4, Distance: 2.063
Nearest neighbor-11: B6EL06, Distance: 2.084
Nearest neighbor-12: B0V636, Distance: 2.109
Nearest neighbor-13: P20098, Distance: 2.112
Nearest neighbor-14: A6VLF9, Distance: 2.114
Nearest neighbor-15: E1WH94, Distance: 2.116
Nearest neighbor-16: Q9CPH1, Distance: 2.116
Nearest neighbor-17: Q6G4C4, Distance: 2.116
Nearest neighbor-18: P0DMD0, Distance: 2.137
Nearest neighbor-19: A1RP91, Distance: 2.138
Nearest neighbor-20: Q7VM59, Distance: 2.141
Nearest neighbor-21: B4ET17, Distance: 2.150
Nearest neighbor-22: B0V7R3, Distance: 2.152
Nearest neighbor-23: Q3IHQ6, Distance: 2.156
Nearest neighbor-24: B7UKC3, Distance: 2.162
Nearest neighbor-25: A1AGU2, Distance: 2.164
Nearest neighbor-26: Q1R5L6, Distance: 2.164
Nearest neighbor-27: C5BC48, Distance: 2.183
Nearest neighbor-28: P77172, Distance: 2.188
Nearest neighbor-29: P23842, Distance: 2.200
Nearest neighbor-30: Q12SP8, Distance: 2.200
Nearest neighbor-31: B0UWL8, Distance: 2.206
Nearest neighbor-32: P76261, Distance: 2.230
Nearest neighbor-33: O32138, Distance: 2.255
Nearest neighbor-34: P77473, Distance: 2.269
Nearest neighbor-35: Q9KRA6, Distance: 2.269
Nearest neighbor-36: A5F7F2, Distance: 2.279
Nearest neighbor-37: Q3YZN7, Distance: 2.279
Nearest neighbor-38: Q8XCQ7, Distance: 2.284
Nearest neighbor-39: A1ADH3, Distance: 2.291
Nearest neighbor-40: Q0HVY7, Distance: 2.312
Nearest neighbor-41: Q1CHL1, Distance: 2.328
Nearest neighbor-42: A7FGL1, Distance: 2.334
Nearest neighbor-43: Q55370, Distance: 2.343
Nearest neighbor-44: P0CL08, Distance: 2.373
Nearest neighbor-45: A8FRM9, Distance: 2.385
Nearest neighbor-46: Q54TR5, Distance: 2.450
Nearest neighbor-47: B1XBQ2, Distance: 2.532
Nearest neighbor-48: Q65V94, Distance: 2.543
Nearest neighbor-49: Q9PH03, Distance: 2.547
Nearest neighbor-50: Q1R8F7, Distance: 2.561

Query: A0A010Q8R4
Nearest neighbor-1: Q9P4R5, Distance: 1.221
Nearest neighbor-2: Q652L2, Distance: 1.226
Nearest neighbor-3: P0CS56, Distance: 1.244
Nearest neighbor-4: P0CS29, Distance: 1.268
Nearest neighbor-5: Q5NVM2, Distance: 1.330
Nearest neighbor-6: Q2UUT4, Distance: 1.341
Nearest neighbor-7: A1CBB8, Distance: 1.373
Nearest neighbor-8: Q9P7C0, Distance: 1.379
Nearest neighbor-9: Q24246, Distance: 1.385
Nearest neighbor-10: A2RAG5, Distance: 1.388
Nearest neighbor-11: Q9SU78, Distance: 1.397
Nearest neighbor-12: A1DE24, Distance: 1.432
Nearest neighbor-13: Q9VKK2, Distance: 1.434
Nearest neighbor-14: Q8BX09, Distance: 1.439
Nearest neighbor-15: Q20059, Distance: 1.473
Nearest neighbor-16: A1DIN7, Distance: 1.491
Nearest neighbor-17: O35828, Distance: 1.503
Nearest neighbor-18: A2QI22, Distance: 1.511
