IVFPQ

Query: A0A010Q8R4
Nearest neighbor-1: Q9P4R5, Distance: 1.221
Nearest neighbor-9: P0ABE1, Distance: 2.443
Nearest neighbor-10: Q06881, Distance: 2.475
Nearest neighbor-11: Q68XI8, Distance: 2.551
Nearest neighbor-12: B5XWP9, Distance: 2.557
Nearest neighbor-13: A9N025, Distance: 2.626
Nearest neighbor-14: A8AH10, Distance: 2.644
Nearest neighbor-15: P39099, Distance: 2.656
Nearest neighbor-16: B0KV30, Distance: 2.721
Nearest neighbor-17: Q9Z4H7, Distance: 2.725
Nearest neighbor-18: O06432, Distance: 2.765
Nearest neighbor-19: A5TY84, Distance: 2.767
Nearest neighbor-20: Q4R4J7, Distance: 2.806
Nearest neighbor-21: Q4IJH1, Distance: 2.822
Nearest neighbor-22: A6ZQH3, Distance: 2.837
Nearest neighbor-23: Q5AJD0, Distance: 2.900
Nearest neighbor-24: B4RCD1, Distance: 2.938
Nearest neighbor-25: A3P6Z9, Distance: 2.939
Nearest neighbor-26: Q00248, Distance: 2.940
Nearest neighbor-27: I1WUC2, Distance: 2.942
Nearest neighbor-28: Q62B05, Distance: 2.952
Nearest neighbor-29: Q8FEI7, Distance: 2.952
Nearest neighbor-30: Q8VWG7, Distance: 2.972
Nearest neighbor-31: A8ANX1, Distance: 2.987
Nearest neighbor-32: Q7RYV0, Distance: 3.002
Nearest neighbor-33: A1AV44, Distance: 3.009
Nearest neighbor-34: P39046, Distance: 3.025
Nearest neighbor-35: Q8Y3L4, Distance: 3.028
Nearest neighbor-36: A7MJ63, Distance: 3.043
Nearest neighbor-37: P13113, Distance: 3.074
Nearest neighbor-38: Q9UUZ6, Distance: 3.078
Nearest neighbor-39: Q2HGF7, Distance: 3.099
Nearest neighbor-40: O34966, Distance: 3.122
Nearest neighbor-41: P56416, Distance: 3.143
Nearest neighbor-42: Q8DQ24, Distance: 3.149
Nearest neighbor-43: C1CK62, Distance: 3.150
Nearest neighbor-44: Q9L7M1, Distance: 3.199
Nearest neighbor-45: Q8SRB2, Distance: 3.255
Nearest neighbor-46: Q71XE6, Distance: 3.266
Nearest neighbor-47: Q929F4, Distance: 3.281
Nearest neighbor-48: O52069, Distance: 3.287
Nearest neighbor-49: Q2YL86, Distance: 3.339
Nearest neighbor-50: P96499, Distance: 3.361

Query: A0A009HLV9
Nearest neighbor-1: P28787, Distance: 0.570
Nearest neighbor-2: Q06065, Distance: 0.887
Nearest neighbor-3: Q5E3W8, Distance: 0.915
Nearest neighbor-4: P23747, Distance: 0.951
Nearest neighbor-5: O87455, Distance: 0.955
Nearest neighbor-6: P59402, Distance: 0.987
Nearest neighbor-7: A8A3I6, Distance: 0.999
Nearest neighbor-8: B6I695, Distance: 1.009
Nearest neighbor-9: A1KU52, Distance: 1.011
Nearest neighbor-10: B7N6T9, Distance: 1.013
Nearest neighbor-11: Q0TEH1, Distance: 1.015
Nearest neighbor-12: P36219, Distance: 1.027
Nearest neighbor-13: B4T3B0, Distance: 1.029
Nearest neighbor-14: B4TT16, Distance: 1.039
Nearest neighbor-15: Q8EEF3, Distance: 1.051
Nearest neighbor-16: P37931, Distance: 1.066
Nearest neighbor-17: Q3K999, Distance: 1.069
Nearest neighbor-18: B5F3J7, Distance: 1.088
Nearest neighbor-19: P66756, Distance: 1.088
Nearest neighbor-20: P0A812, Distance: 1.095
Nearest neighbor-21: Q15RN6, Distance: 1.100
Nearest neighbor-22: B7NBL1, Distance: 1.103
Nearest neighbor-23: Q03R36, Distance: 1.103
Nearest neighbor-24: A5FRK7, Distance: 1.124
Nearest neighbor-25: Q220I3, Distance: 1.135
Nearest neighbor-26: P37930, Distance: 1.142
Nearest neighbor-27: P71229, Distance: 1.153
Nearest neighbor-28: A1U1B9, Distance: 1.176
Nearest neighbor-29: A4STH5, Distance: 1.188
Nearest neighbor-30: Q5H2A4, Distance: 1.188
Nearest neighbor-31: Q3BQF5, Distance: 1.191
Nearest neighbor-32: Q13UC0, Distance: 1.192
Nearest neighbor-33: Q7WGB3, Distance: 1.214
Nearest neighbor-34: Q88V03, Distance: 1.229
Nearest neighbor-35: Q9KDI8, Distance: 1.240
Nearest neighbor-36: P61529, Distance: 1.248
Nearest neighbor-37: Q92BI2, Distance: 1.263
Nearest neighbor-38: C1DRF8, Distance: 1.282
Nearest neighbor-39: Q6HDA6, Distance: 1.284
Nearest neighbor-40: Q634C4, Distance: 1.284
Nearest neighbor-41: A5WFF6, Distance: 1.312
Nearest neighbor-42: Q4FTT9, Distance: 1.315
Nearest neighbor-43: C0REW5, Distance: 1.319
Nearest neighbor-44: O94449, Distance: 1.336
Nearest neighbor-45: P75242, Distance: 1.344
Nearest neighbor-46: P78578, Distance: 1.383
Nearest neighbor-47: A2SQT3, Distance: 1.423
Nearest neighbor-48: B9KKV4, Distance: 1.474
Nearest neighbor-49: Q2RHT7, Distance: 1.495
Nearest neighbor-50: A1R724, Distance: 1.513

Query: A0A009HN45
Nearest neighbor-1: A7MSB2, Distance: 0.681
Nearest neighbor-2: Q9ZDW2, Distance: 0.740
Nearest neighbor-3: B0BT63, Distance: 0.760
Nearest neighbor-4: P52126, Distance: 0.792
Nearest neighbor-5: Q0HMR2, Distance: 0.792
Nearest neighbor-6: Q0HR19, Distance: 0.796
Nearest neighbor-7: Q99ZA5, Distance: 0.806
Nearest neighbor-8: Q1JBD1, Distance: 0.807
Nearest neighbor-9: Q5X0E6, Distance: 0.828
Nearest neighbor-10: A6QKD8, Distance: 0.832
Nearest neighbor-11: A1A7A6, Distance: 0.837
Nearest neighbor-12: Q3K063, Distance: 0.840
Nearest neighbor-13: A7ZW09, Distance: 0.845
Nearest neighbor-14: P0C9B2, Distance: 0.846
Nearest neighbor-15: Q03AL7, Distance: 0.856
Nearest neighbor-16: Q1MQP3, Distance: 0.867
Nearest neighbor-17: Q9ZKA0, Distance: 0.868
Nearest neighbor-18: Q50939, Distance: 0.869
Nearest neighbor-19: C0MBD7, Distance: 0.877
Nearest neighbor-20: Q5PDF0, Distance: 0.891
Nearest neighbor-21: Q54986, Distance: 0.891
Nearest neighbor-22: A7FKM4, Distance: 0.891
Nearest neighbor-23: Q49VV6, Distance: 0.896
Nearest neighbor-24: B1IC35, Distance: 0.898
Nearest neighbor-25: B5FI41, Distance: 0.898
Nearest neighbor-26: Q71WT9, Distance: 0.922
Nearest neighbor-27: A3CNJ9, Distance: 0.922
Nearest neighbor-28: Q8CWX7, Distance: 0.926
Nearest neighbor-29: Q8F8A9, Distance: 0.930
Nearest neighbor-30: Q92H92, Distance: 0.948
Nearest neighbor-31: B1L280, Distance: 0.959
Nearest neighbor-32: Q821L5, Distance: 0.959
Nearest neighbor-33: P0DOQ3, Distance: 0.966
Nearest neighbor-34: A9MTI2, Distance: 0.983
Nearest neighbor-35: B5F076, Distance: 0.983
Nearest neighbor-36: A4W8C2, Distance: 0.990
Nearest neighbor-37: Q6GIN3, Distance: 1.009
Nearest neighbor-38: Q5HHR0, Distance: 1.009
Nearest neighbor-39: Q8NXM0, Distance: 1.015
Nearest neighbor-40: A7ZY35, Distance: 1.016
Nearest neighbor-41: B7NA78, Distance: 1.016
Nearest neighbor-42: Q631I6, Distance: 1.085
Nearest neighbor-43: Q65191, Distance: 1.163
Nearest neighbor-44: Q5NVJ8, Distance: 1.167
Nearest neighbor-45: P40562, Distance: 1.189
Nearest neighbor-46: Q4WWE9, Distance: 1.214
Nearest neighbor-47: Q21489, Distance: 1.214
Nearest neighbor-48: P18074, Distance: 1.259
Nearest neighbor-49: Q10D00, Distance: 1.288
Nearest neighbor-50: Q03VV4, Distance: 1.408

Query: A0A009PCK4
Nearest neighbor-1: P14181, Distance: 1.671
Nearest neighbor-2: A5UG81, Distance: 1.720
Nearest neighbor-3: P44033, Distance: 1.840
Nearest neighbor-4: Q4QLU9, Distance: 1.912
Nearest neighbor-5: A9KYL6, Distance: 1.983
Nearest neighbor-6: Q8EKA0, Distance: 1.993
Nearest neighbor-7: B2J946, Distance: 2.005
Nearest neighbor-8: Q7MHY6, Distance: 2.008
Nearest neighbor-9: Q8E9R5, Distance: 2.009
Nearest neighbor-10: A1SW96, Distance: 2.015
Nearest neighbor-11: P44150, Distance: 2.020
Nearest neighbor-12: Q7MAX6, Distance: 2.036
Nearest neighbor-13: Q87PM1, Distance: 2.038
Nearest neighbor-14: Q8EIL1, Distance: 2.046
Nearest neighbor-15: Q7VP87, Distance: 2.048
Nearest neighbor-16: P75612, Distance: 2.061
Nearest neighbor-17: A3D8E4, Distance: 2.063
Nearest neighbor-18: B0VRJ4, Distance: 2.069
Nearest neighbor-19: B6EL06, Distance: 2.080
Nearest neighbor-20: Q6G4C4, Distance: 2.088
Nearest neighbor-21: A3QHZ8, Distance: 2.106
Nearest neighbor-22: P20098, Distance: 2.108
Nearest neighbor-23: A6VLF9, Distance: 2.119
Nearest neighbor-24: Q9CPH1, Distance: 2.131
Nearest neighbor-25: B7UKC3, Distance: 2.165
Nearest neighbor-26: A1AGU2, Distance: 2.168
Nearest neighbor-27: Q1R5L6, Distance: 2.168
Nearest neighbor-28: B2IYW1, Distance: 2.179
Nearest neighbor-29: B7MJ93, Distance: 2.181
Nearest neighbor-30: A7ZZ64, Distance: 2.184
Nearest neighbor-31: B7MTN6, Distance: 2.201
Nearest neighbor-32: Q12SP8, Distance: 2.208
Nearest neighbor-33: B0UWL8, Distance: 2.213
Nearest neighbor-34: Q9CL07, Distance: 2.214
Nearest neighbor-35: Q5E320, Distance: 2.238
Nearest neighbor-36: B1IRN3, Distance: 2.241
Nearest neighbor-37: B0VKL3, Distance: 2.245
Nearest neighbor-38: B5BG31, Distance: 2.259
Nearest neighbor-39: Q4A180, Distance: 2.300
Nearest neighbor-40: P75363, Distance: 2.319
Nearest neighbor-41: Q0I208, Distance: 2.327
Nearest neighbor-42: Q3M3Q5, Distance: 2.339
Nearest neighbor-43: Q9KU62, Distance: 2.369
Nearest neighbor-44: B8F678, Distance: 2.381
Nearest neighbor-45: A4TQK1, Distance: 2.386
Nearest neighbor-46: Q6LP62, Distance: 2.420
Nearest neighbor-47: A9MRB9, Distance: 2.426
Nearest neighbor-48: B1JQP6, Distance: 2.426
Nearest neighbor-49: J8CSK2, Distance: 2.441
Nearest neighbor-50: B5F512, Distance: 2.460

Query: A0A009I3Y5
Nearest neighbor-1: P14181, Distance: 1.687
Nearest neighbor-2: A5UG81, Distance: 1.750
Nearest neighbor-3: P44033, Distance: 1.860
Nearest neighbor-4: Q4QLU9, Distance: 1.906
Nearest neighbor-5: A9KYL6, Distance: 1.985
Nearest neighbor-6: Q8EKA0, Distance: 1.989
Nearest neighbor-7: Q7MHY6, Distance: 2.003
Nearest neighbor-8: B2J946, Distance: 2.008
Nearest neighbor-9: Q8E9R5, Distance: 2.014
Nearest neighbor-10: A1SW96, Distance: 2.021
Nearest neighbor-11: P44150, Distance: 2.027
Nearest neighbor-12: Q8EIL1, Distance: 2.030
Nearest neighbor-13: Q7MAX6, Distance: 2.032
Nearest neighbor-14: Q7VP87, Distance: 2.039
Nearest neighbor-15: Q87PM1, Distance: 2.044
Nearest neighbor-16: A3D8E4, Distance: 2.056
Nearest neighbor-17: P75612, Distance: 2.058
Nearest neighbor-18: B0VRJ4, Distance: 2.063
Nearest neighbor-19: B6EL06, Distance: 2.084
Nearest neighbor-20: A3QHZ8, Distance: 2.106
Nearest neighbor-21: P20098, Distance: 2.112
Nearest neighbor-22: A6VLF9, Distance: 2.114
Nearest neighbor-23: Q9CPH1, Distance: 2.116
Nearest neighbor-24: Q6G4C4, Distance: 2.116
Nearest neighbor-25: B7UKC3, Distance: 2.162
Nearest neighbor-26: Q1R5L6, Distance: 2.164
Nearest neighbor-27: A1AGU2, Distance: 2.164
Nearest neighbor-28: B2IYW1, Distance: 2.176
Nearest neighbor-29: B7MJ93, Distance: 2.193
Nearest neighbor-30: A7ZZ64, Distance: 2.197
Nearest neighbor-31: Q12SP8, Distance: 2.200
Nearest neighbor-32: B0UWL8, Distance: 2.206
Nearest neighbor-33: B7MTN6, Distance: 2.214
Nearest neighbor-34: Q9CL07, Distance: 2.214
Nearest neighbor-35: Q5E320, Distance: 2.226
Nearest neighbor-36: B0VKL3, Distance: 2.238
Nearest neighbor-37: B1IRN3, Distance: 2.241
Nearest neighbor-38: Q087P4, Distance: 2.242
Nearest neighbor-39: B5BG31, Distance: 2.262
Nearest neighbor-40: P75363, Distance: 2.300
Nearest neighbor-41: Q4A180, Distance: 2.310
Nearest neighbor-42: Q0I208, Distance: 2.332
Nearest neighbor-43: Q3M3Q5, Distance: 2.337
Nearest neighbor-44: Q9KU62, Distance: 2.365
Nearest neighbor-45: B8F678, Distance: 2.376
Nearest neighbor-46: A4TQK1, Distance: 2.384
Nearest neighbor-47: A9MRB9, Distance: 2.424
Nearest neighbor-48: B1JQP6, Distance: 2.424
Nearest neighbor-49: J8CSK2, Distance: 2.444
Nearest neighbor-50: B5F512, Distance: 2.458

Query: A0A009HPM0
Nearest neighbor-1: Q612F5, Distance: 1.270
Nearest neighbor-2: Q5I0C3, Distance: 1.289
Nearest neighbor-3: B2TWG0, Distance: 1.437
Nearest neighbor-4: B1LNS5, Distance: 1.449
Nearest neighbor-5: Q88XP4, Distance: 1.452
Nearest neighbor-6: A1RP91, Distance: 1.454
Nearest neighbor-7: Q5PK68, Distance: 1.457
Nearest neighbor-8: B5BJN9, Distance: 1.457
Nearest neighbor-9: Q5E320, Distance: 1.480
Nearest neighbor-10: B0VRJ4, Distance: 1.482
Nearest neighbor-11: Q7MHY6, Distance: 1.486
Nearest neighbor-12: A6VLF9, Distance: 1.487
Nearest neighbor-13: Q7MAX6, Distance: 1.495
Nearest neighbor-14: A3QHZ8, Distance: 1.497
Nearest neighbor-15: B0VKL3, Distance: 1.506
Nearest neighbor-16: A8GL74, Distance: 1.512
Nearest neighbor-17: Q12SP8, Distance: 1.523
Nearest neighbor-18: A3D8E4, Distance: 1.525
Nearest neighbor-19: C5BC48, Distance: 1.536
Nearest neighbor-20: B1IRN3, Distance: 1.543
Nearest neighbor-21: B4ET17, Distance: 1.559
Nearest neighbor-22: Q9CL07, Distance: 1.567
Nearest neighbor-23: B5BG31, Distance: 1.584
Nearest neighbor-24: A4TQK1, Distance: 1.585
Nearest neighbor-25: Q7VP87, Distance: 1.587
Nearest neighbor-26: Q8EIL1, Distance: 1.593
Nearest neighbor-27: Q0I4C6, Distance: 1.603
Nearest neighbor-28: Q6D3S2, Distance: 1.623
Nearest neighbor-29: Q4QLU9, Distance: 1.629
Nearest neighbor-30: B0BTY3, Distance: 1.630
Nearest neighbor-31: B2TY45, Distance: 1.633
Nearest neighbor-32: Q38YR4, Distance: 1.637
Nearest neighbor-33: P77473, Distance: 1.641
Nearest neighbor-34: Q2NQZ6, Distance: 1.651
Nearest neighbor-35: A9MRB9, Distance: 1.653
Nearest neighbor-36: B5F512, Distance: 1.656
Nearest neighbor-37: B0BTC2, Distance: 1.657
Nearest neighbor-38: B2TZQ2, Distance: 1.686
Nearest neighbor-39: Q9RHS9, Distance: 1.690
Nearest neighbor-40: Q1CGA8, Distance: 1.694
Nearest neighbor-41: Q57R80, Distance: 1.728
Nearest neighbor-42: B0V7R3, Distance: 1.730
Nearest neighbor-43: Q05938, Distance: 1.781
Nearest neighbor-44: A9KYL6, Distance: 1.810
Nearest neighbor-45: C5BED3, Distance: 1.814
Nearest neighbor-46: Q8E9R5, Distance: 1.836
Nearest neighbor-47: Q6GJ34, Distance: 1.839
Nearest neighbor-48: Q5HI32, Distance: 1.851
Nearest neighbor-49: Q1IEB5, Distance: 1.858
Nearest neighbor-50: B8CI04, Distance: 1.868

Query: A0A009HL96
Nearest neighbor-1: Q5HI09, Distance: 0.639
Nearest neighbor-2: P33112, Distance: 0.642
Nearest neighbor-3: Q99VW2, Distance: 0.660
Nearest neighbor-4: Q8CQ37, Distance: 0.675
Nearest neighbor-5: Q99RR6, Distance: 0.750
Nearest neighbor-6: Q9AE24, Distance: 0.779
Nearest neighbor-7: P28257, Distance: 0.784
Nearest neighbor-8: P0CAW8, Distance: 0.789
Nearest neighbor-9: A6WZ81, Distance: 0.853
Nearest neighbor-10: P45189, Distance: 0.885
Nearest neighbor-11: A0A0H2UQ68, Distance: 0.956
Nearest neighbor-12: P0A4H8, Distance: 0.980
Nearest neighbor-13: P0C000, Distance: 1.055
Nearest neighbor-14: Q2FH23, Distance: 1.055
Nearest neighbor-15: Q5HPC3, Distance: 1.102
Nearest neighbor-16: Q1XDE4, Distance: 1.169
Nearest neighbor-17: P0AA17, Distance: 1.215
Nearest neighbor-18: A0A0H3NGY1, Distance: 1.215
Nearest neighbor-19: Q9KM23, Distance: 1.239
Nearest neighbor-20: P26319, Distance: 1.248
Nearest neighbor-21: P96686, Distance: 1.275
Nearest neighbor-22: Q55890, Distance: 1.354
Nearest neighbor-23: Q7A3U5, Distance: 1.360
Nearest neighbor-24: Q5HEP0, Distance: 1.371
Nearest neighbor-25: Q6G850, Distance: 1.383
Nearest neighbor-26: Q6GFH3, Distance: 1.383
Nearest neighbor-27: P44845, Distance: 1.383
Nearest neighbor-28: P23620, Distance: 1.449
Nearest neighbor-29: Q52376, Distance: 1.494
Nearest neighbor-30: Q8NYH3, Distance: 1.670
Nearest neighbor-31: Q6GCL1, Distance: 1.670
Nearest neighbor-32: P60610, Distance: 1.678
Nearest neighbor-33: Q8DVB7, Distance: 1.704
Nearest neighbor-34: Q87S86, Distance: 1.720
Nearest neighbor-35: Q52990, Distance: 1.733
Nearest neighbor-36: Q9ZM64, Distance: 1.744
Nearest neighbor-37: Q8GVV6, Distance: 1.750
Nearest neighbor-38: A6QJN2, Distance: 1.772
Nearest neighbor-39: Q06065, Distance: 1.802
Nearest neighbor-40: Q4L8Q7, Distance: 1.818
Nearest neighbor-41: Q2KCH7, Distance: 1.826
Nearest neighbor-42: A5VUU3, Distance: 1.826
Nearest neighbor-43: A9MBQ2, Distance: 1.826
Nearest neighbor-44: Q8D5Z6, Distance: 1.852
Nearest neighbor-45: Q8CR97, Distance: 1.897
Nearest neighbor-46: A0PZS6, Distance: 2.121
Nearest neighbor-47: C3P7L0, Distance: 2.154
Nearest neighbor-48: A9VFH8, Distance: 2.154
Nearest neighbor-49: Q819B3, Distance: 2.173
Nearest neighbor-50: P44790, Distance: 2.503

Query: A0A010Q3W2
Nearest neighbor-1: D1ZEM6, Distance: 1.149
Nearest neighbor-2: Q2UUT4, Distance: 1.179
Nearest neighbor-3: A2QI22, Distance: 1.235
Nearest neighbor-4: P0CS56, Distance: 1.237
Nearest neighbor-5: A1CXL0, Distance: 1.244
Nearest neighbor-6: P0CS29, Distance: 1.286
Nearest neighbor-7: Q9S7I8, Distance: 1.298
Nearest neighbor-8: Q9SU78, Distance: 1.312
Nearest neighbor-9: Q9P7C0, Distance: 1.318
Nearest neighbor-10: A2RAG5, Distance: 1.326
Nearest neighbor-11: O35828, Distance: 1.332
Nearest neighbor-12: Q8VYZ5, Distance: 1.352
Nearest neighbor-13: O82266, Distance: 1.358
Nearest neighbor-14: Q652L2, Distance: 1.370
Nearest neighbor-15: Q20059, Distance: 1.371
Nearest neighbor-16: Q6C709, Distance: 1.371
Nearest neighbor-17: A8NZM5, Distance: 1.381
Nearest neighbor-18: A1CBB8, Distance: 1.384
Nearest neighbor-19: Q8TEB1, Distance: 1.391
Nearest neighbor-20: Q5NVM2, Distance: 1.393
Nearest neighbor-21: A4IGH4, Distance: 1.400
Nearest neighbor-22: C5DF48, Distance: 1.410
Nearest neighbor-23: A1DE24, Distance: 1.417
Nearest neighbor-24: Q96U88, Distance: 1.420
Nearest neighbor-25: A8XSW2, Distance: 1.420
Nearest neighbor-26: G5EEG7, Distance: 1.437
Nearest neighbor-27: Q4R4I8, Distance: 1.438
Nearest neighbor-28: Q8BX09, Distance: 1.441
Nearest neighbor-29: Q4P553, Distance: 1.446
Nearest neighbor-30: Q8CFJ9, Distance: 1.451
Nearest neighbor-31: O43660, Distance: 1.463
Nearest neighbor-32: Q9WUC8, Distance: 1.467
Nearest neighbor-33: Q24246, Distance: 1.475
Nearest neighbor-34: Q8R2N2, Distance: 1.479
Nearest neighbor-35: Q8BH57, Distance: 1.483
Nearest neighbor-36: Q05B30, Distance: 1.487
Nearest neighbor-37: P0CS37, Distance: 1.489
Nearest neighbor-38: P0DL28, Distance: 1.494
Nearest neighbor-39: O74340, Distance: 1.495
Nearest neighbor-40: Q2T9T9, Distance: 1.498
Nearest neighbor-41: Q2UA71, Distance: 1.511
Nearest neighbor-42: Q8C6G8, Distance: 1.512
Nearest neighbor-43: Q6TEN6, Distance: 1.517
Nearest neighbor-44: Q5VQ78, Distance: 1.525
Nearest neighbor-45: P93107, Distance: 1.525
Nearest neighbor-46: P0CS40, Distance: 1.550
Nearest neighbor-47: A6PWY4, Distance: 1.554
Nearest neighbor-48: Q6KAU8, Distance: 1.581
Nearest neighbor-49: A1CJY4, Distance: 1.602
Nearest neighbor-50: Q9P4R5, Distance: 1.629

Query: A0A001
Nearest neighbor-1: P9WQJ3, Distance: 1.340
Nearest neighbor-2: Q13BH6, Distance: 1.423
Nearest neighbor-3: Q03024, Distance: 1.465
Nearest neighbor-4: Q20Z38, Distance: 1.526
Nearest neighbor-5: Q9ZEP3, Distance: 1.757
Nearest neighbor-6: A0K739, Distance: 1.761
Nearest neighbor-7: Q51719, Distance: 1.770
Nearest neighbor-8: Q3JSR6, Distance: 1.794
Nearest neighbor-9: Q21BF6, Distance: 1.831
Nearest neighbor-10: Q28433, Distance: 1.905
Nearest neighbor-11: A3Q5L8, Distance: 1.910
Nearest neighbor-12: Q9CCJ1, Distance: 1.982
Nearest neighbor-13: Q0WML0, Distance: 2.026
Nearest neighbor-14: P9WGK4, Distance: 2.076
Nearest neighbor-15: Q9RQQ9, Distance: 2.078
Nearest neighbor-16: P64708, Distance: 2.081
Nearest neighbor-17: A5WJJ8, Distance: 2.081
Nearest neighbor-18: D3KU66, Distance: 2.085
Nearest neighbor-19: Q02998, Distance: 2.120
Nearest neighbor-20: A4X1R6, Distance: 2.124
Nearest neighbor-21: O07550, Distance: 2.134
Nearest neighbor-22: A1UKA3, Distance: 2.142
Nearest neighbor-23: P9WGX2, Distance: 2.154
Nearest neighbor-24: Q83LP0, Distance: 2.156
Nearest neighbor-25: Q82G92, Distance: 2.164
Nearest neighbor-26: Q4FS42, Distance: 2.174
Nearest neighbor-27: A8LVF4, Distance: 2.175
Nearest neighbor-28: Q5PGH0, Distance: 2.177
Nearest neighbor-29: Q2NUA5, Distance: 2.185
Nearest neighbor-30: D2Q1C4, Distance: 2.194
Nearest neighbor-31: P0DMK6, Distance: 2.201
Nearest neighbor-32: Q5E0F2, Distance: 2.210
Nearest neighbor-33: B8J6V6, Distance: 2.211
Nearest neighbor-34: E1V4F9, Distance: 2.215
Nearest neighbor-35: A0QS28, Distance: 2.223
Nearest neighbor-36: B7GQ78, Distance: 2.276
Nearest neighbor-37: Q5P1F3, Distance: 2.287
Nearest neighbor-38: A3PHS8, Distance: 2.288
Nearest neighbor-39: P64866, Distance: 2.292
Nearest neighbor-40: Q9WYC4, Distance: 2.302
Nearest neighbor-41: A9INR9, Distance: 2.315
Nearest neighbor-42: P54719, Distance: 2.315
Nearest neighbor-43: A3NWL7, Distance: 2.341
Nearest neighbor-44: Q2T2K1, Distance: 2.412
Nearest neighbor-45: Q3JXS0, Distance: 2.417
Nearest neighbor-46: Q2A1U9, Distance: 2.420
Nearest neighbor-47: A3NPL7, Distance: 2.421
Nearest neighbor-48: P9WP64, Distance: 2.465
Nearest neighbor-49: E2CYT2, Distance: 2.466
Nearest neighbor-50: Q8PAD3, Distance: 2.538

Query: A0A009HQC9
Nearest neighbor-1: Q0HR19, Distance: 0.519
Nearest neighbor-2: Q0HMR2, Distance: 0.521
Nearest neighbor-3: A0KGL5, Distance: 0.521
Nearest neighbor-4: A1A7A6, Distance: 0.573
Nearest neighbor-5: A7ZW09, Distance: 0.579
Nearest neighbor-6: B0BT63, Distance: 0.579
Nearest neighbor-7: A7MSB2, Distance: 0.586
Nearest neighbor-8: Q48LP5, Distance: 0.609
Nearest neighbor-9: B5FI41, Distance: 0.610
Nearest neighbor-10: Q5PDF0, Distance: 0.613
Nearest neighbor-11: Q3KGV8, Distance: 0.669
Nearest neighbor-12: Q9HYT6, Distance: 0.745
Nearest neighbor-13: A7FKM4, Distance: 0.940
Nearest neighbor-14: C5BEJ2, Distance: 0.943
Nearest neighbor-15: Q57RF9, Distance: 0.987
Nearest neighbor-16: C0PWY7, Distance: 0.987
Nearest neighbor-17: B5F076, Distance: 0.987
