IVFPQ

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 1.189
Nearest neighbor-34: A9MRB9, Distance: 1.653
Nearest neighbor-35: B5F512, Distance: 1.656
Nearest neighbor-36: B0BTC2, Distance: 1.657
Nearest neighbor-37: P76261, Distance: 1.658
Nearest neighbor-38: B2TZQ2, Distance: 1.686
Nearest neighbor-39: Q1CGA8, Distance: 1.694
Nearest neighbor-40: Q12R91, Distance: 1.695
Nearest neighbor-41: C3K2F6, Distance: 1.698
Nearest neighbor-42: P45544, Distance: 1.725
Nearest neighbor-43: Q57R80, Distance: 1.728
Nearest neighbor-44: B0V7R3, Distance: 1.730
Nearest neighbor-45: Q55370, Distance: 1.737
Nearest neighbor-46: B1JQP6, Distance: 1.744
Nearest neighbor-47: Q9CPH1, Distance: 1.749
Nearest neighbor-48: Q5PGN2, Distance: 1.756
Nearest neighbor-49: Q3Z6N9, Distance: 1.785
Nearest neighbor-50: C5BED3, Distance: 1.814

Query: A0A002
Nearest neighbor-1: P9WQJ3, Distance: 1.334
Nearest neighbor-2: Q13BH6, Distance: 1.433
Nearest neighbor-3: Q20Z38, Distance: 1.530
Nearest neighbor-4: P23886, Distance: 1.758
Nearest neighbor-5: Q51719, Distance: 1.778
Nearest neighbor-6: A0K739, Distance: 1.826
Nearest neighbor-7: Q28433, Distance: 1.852
Nearest neighbor-8: P9WQJ4, Distance: 1.892
Nearest neighbor-9: Q7VZE5, Distance: 1.898
Nearest neighbor-10: Q7WGW1, Distance: 1.899
Nearest neighbor-11: Q13RD3, Distance: 1.970
Nearest neighbor-12: Q2T751, Distance: 1.979
Nearest neighbor-13: Q5PKT6, Distance: 1.999
Nearest neighbor-14: Q0WML0, Distance: 2.025
Nearest neighbor-15: Q87UH7, Distance: 2.047
Nearest neighbor-16: Q83LP0, Distance: 2.071
Nearest neighbor-17: O69051, Distance: 2.073
Nearest neighbor-18: O07550, Distance: 2.075
Nearest neighbor-19: Q5PGH0, Distance: 2.096
Nearest neighbor-20: Q4FS42, Distance: 2.096
Nearest neighbor-21: Q2NUA5, Distance: 2.101
Nearest neighbor-22: Q3KJQ7, Distance: 2.105
Nearest neighbor-23: C7MSY6, Distance: 2.128
Nearest neighbor-24: Q0BH79, Distance: 2.129
Nearest neighbor-25: Q5E0F2, Distance: 2.133
Nearest neighbor-26: A0K5N5, Distance: 2.137
Nearest neighbor-27: D3KU66, Distance: 2.145
Nearest neighbor-28: A5WJJ8, Distance: 2.150
Nearest neighbor-29: P64708, Distance: 2.150
Nearest neighbor-30: Q4ZZK0, Distance: 2.152
Nearest neighbor-31: A4X1R6, Distance: 2.156
Nearest neighbor-32: D2Q1C4, Distance: 2.172
Nearest neighbor-33: Q3SQ65, Distance: 2.179
Nearest neighbor-34: Q665B6, Distance: 2.180
Nearest neighbor-35: A5VU86, Distance: 2.183
Nearest neighbor-36: Q82G92, Distance: 2.188
Nearest neighbor-37: Q4KBU0, Distance: 2.199
Nearest neighbor-38: A0QF52, Distance: 2.206
Nearest neighbor-39: Q6RCE0, Distance: 2.224
Nearest neighbor-40: P54719, Distance: 2.231
Nearest neighbor-41: Q9PF03, Distance: 2.254
Nearest neighbor-42: Q3KJS6, Distance: 2.264
Nearest neighbor-43: Q5P1F3, Distance: 2.270
Nearest neighbor-44: Q66D71, Distance: 2.282
Nearest neighbor-45: Q3Z3V4, Distance: 2.329
Nearest neighbor-46: P75796, Distance: 2.335
Nearest neighbor-47: Q2ISN3, Distance: 2.342
Nearest neighbor-48: B4TGI0, Distance: 2.353
Nearest neighbor-49: Q9F9B0, Distance: 2.384
Nearest neighbor-50: A9W3H8, Distance: 2.442

Query: A0A001
Nearest neighbor-1: P9WQJ3, Distance: 1.340
Nearest neighbor-2: Q13BH6, Distance: 1.423
Nearest neighbor-3: Q03024, Distance: 1.465
Nearest neighbor-4: Q20Z38, Distance: 1.526
Nearest neighbor-5: Q9ZEP3, Distance: 1.757
Nearest neighbor-6: Q51719, Distance: 1.770
Nearest neighbor-7: Q3JSR6, Distance: 1.794
Nearest neighbor-8: P23886, Distance: 1.808
Nearest neighbor-9: Q21BF6, Distance: 1.831
Nearest neighbor-10: Q28433, Distance: 1.905
Nearest neighbor-11: A3Q5L8, Distance: 1.910
Nearest neighbor-12: Q7WGW1, Distance: 1.919
Nearest neighbor-13: Q7VZE5, Distance: 1.923
Nearest neighbor-14: Q9CCJ1, Distance: 1.982
Nearest neighbor-15: Q0WML0, Distance: 2.026
Nearest neighbor-16: P9WGK4, Distance: 2.076
Nearest neighbor-17: A5WJJ8, Distance: 2.081
Nearest neighbor-18: P64708, Distance: 2.081
Nearest neighbor-19: D3KU66, Distance: 2.085
Nearest neighbor-20: A4X1R6, Distance: 2.124
Nearest neighbor-21: A1UKA3, Distance: 2.142
Nearest neighbor-22: P33973, Distance: 2.149
Nearest neighbor-23: Q83LP0, Distance: 2.156
Nearest neighbor-24: Q82G92, Distance: 2.164
Nearest neighbor-25: A0QF52, Distance: 2.174
Nearest neighbor-26: A8LVF4, Distance: 2.175
Nearest neighbor-27: C7MSY6, Distance: 2.175
Nearest neighbor-28: Q5PGH0, Distance: 2.177
Nearest neighbor-29: B1VLT7, Distance: 2.180
Nearest neighbor-30: Q2NUA5, Distance: 2.185
Nearest neighbor-31: B1VN94, Distance: 2.190
Nearest neighbor-32: D2Q1C4, Distance: 2.194
Nearest neighbor-33: Q5E0F2, Distance: 2.210
Nearest neighbor-34: E1V4F9, Distance: 2.215
Nearest neighbor-35: A0QS28, Distance: 2.223
Nearest neighbor-36: B7GQ78, Distance: 2.276
Nearest neighbor-37: Q9PF03, Distance: 2.282
Nearest neighbor-38: A3NSE4, Distance: 2.284
Nearest neighbor-39: Q9EX73, Distance: 2.300
Nearest neighbor-40: Q2T2K1, Distance: 2.412
Nearest neighbor-41: Q3JXS0, Distance: 2.417
Nearest neighbor-42: A3NPL7, Distance: 2.421
Nearest neighbor-43: A9W3H8, Distance: 2.447
Nearest neighbor-44: P67233, Distance: 2.457
Nearest neighbor-45: E2CYT2, Distance: 2.466
Nearest neighbor-46: A9IMI9, Distance: 2.486
Nearest neighbor-47: Q8PAD3, Distance: 2.538
Nearest neighbor-48: B0RV00, Distance: 2.557
Nearest neighbor-49: Q9HWG9, Distance: 2.579
Nearest neighbor-50: A0A011QK89, Distance: 2.585

Query: A0A009HL96
Nearest neighbor-1: Q5HI09, Distance: 0.639
Nearest neighbor-2: P33112, Distance: 0.642
Nearest neighbor-3: Q99VW2, Distance: 0.660
Nearest neighbor-4: Q8CQ37, Distance: 0.675
Nearest neighbor-5: Q99RR6, Distance: 0.750
Nearest neighbor-6: Q9AE24, Distance: 0.779
Nearest neighbor-7: P28257, Distance: 0.784
Nearest neighbor-8: P0CAW8, Distance: 0.789
Nearest neighbor-9: A6WZ81, Distance: 0.853
Nearest neighbor-10: P45189, Distance: 0.885
Nearest neighbor-11: A0A0H2UQ68, Distance: 0.956
Nearest neighbor-12: P0A4H8, Distance: 0.980
Nearest neighbor-13: P0C000, Distance: 1.055
Nearest neighbor-14: Q2FH23, Distance: 1.055
Nearest neighbor-15: Q5HPC3, Distance: 1.102
Nearest neighbor-16: Q1XDE4, Distance: 1.169
Nearest neighbor-17: A0A0H3NGY1, Distance: 1.215
Nearest neighbor-18: P0AA17, Distance: 1.215
Nearest neighbor-19: Q9KM23, Distance: 1.239
Nearest neighbor-20: P26319, Distance: 1.248
Nearest neighbor-21: P96686, Distance: 1.275
Nearest neighbor-22: Q55890, Distance: 1.354
Nearest neighbor-23: Q7A3U5, Distance: 1.360
Nearest neighbor-24: Q5HEP0, Distance: 1.371
Nearest neighbor-25: Q6GFH3, Distance: 1.383
Nearest neighbor-26: Q6G850, Distance: 1.383
Nearest neighbor-27: P44845, Distance: 1.383
Nearest neighbor-28: P23620, Distance: 1.449
Nearest neighbor-29: Q52376, Distance: 1.494
Nearest neighbor-30: Q52990, Distance: 1.733
Nearest neighbor-31: Q9ZM64, Distance: 1.744
Nearest neighbor-32: Q8GVV6, Distance: 1.750
Nearest neighbor-33: A1W0A5, Distance: 1.752
Nearest neighbor-34: A6QJN2, Distance: 1.772
Nearest neighbor-35: Q06065, Distance: 1.802
Nearest neighbor-36: Q4L8Q7, Distance: 1.818
Nearest neighbor-37: Q2KCH7, Distance: 1.826
Nearest neighbor-38: A5VUU3, Distance: 1.826
Nearest neighbor-39: A9MBQ2, Distance: 1.826
Nearest neighbor-40: Q12YX1, Distance: 1.837
Nearest neighbor-41: Q73RG3, Distance: 1.844
Nearest neighbor-42: Q8D5Z6, Distance: 1.852
Nearest neighbor-43: Q8CR97, Distance: 1.897
Nearest neighbor-44: O48929, Distance: 1.901
Nearest neighbor-45: A9N4Z2, Distance: 2.004
Nearest neighbor-46: A7MX86, Distance: 2.047
Nearest neighbor-47: Q6H468, Distance: 2.073
Nearest neighbor-48: O05409, Distance: 2.280
Nearest neighbor-49: O07627, Distance: 2.438
Nearest neighbor-50: P44790, Distance: 2.503

Query: A0A010Q3W2
Nearest neighbor-1: D1ZEM6, Distance: 1.149
Nearest neighbor-2: Q2UUT4, Distance: 1.179
Nearest neighbor-3: A2QI22, Distance: 1.235
Nearest neighbor-4: P0CS56, Distance: 1.237
Nearest neighbor-5: A1CXL0, Distance: 1.244
Nearest neighbor-6: P0CS29, Distance: 1.286
Nearest neighbor-7: Q9S7I8, Distance: 1.298
Nearest neighbor-8: Q9SU78, Distance: 1.312
Nearest neighbor-9: Q756D0, Distance: 1.316
Nearest neighbor-10: Q9P7C0, Distance: 1.318
Nearest neighbor-11: A2RAG5, Distance: 1.326
Nearest neighbor-12: O35828, Distance: 1.332
Nearest neighbor-13: Q8VYZ5, Distance: 1.352
Nearest neighbor-14: O82266, Distance: 1.358
Nearest neighbor-15: Q652L2, Distance: 1.370
Nearest neighbor-16: Q20059, Distance: 1.371
Nearest neighbor-17: Q6C709, Distance: 1.371
Nearest neighbor-18: A8NZM5, Distance: 1.381
Nearest neighbor-19: A1CBB8, Distance: 1.384
Nearest neighbor-20: Q8TEB1, Distance: 1.391
Nearest neighbor-21: A4IGH4, Distance: 1.400
Nearest neighbor-22: C5DF48, Distance: 1.410
Nearest neighbor-23: A1DE24, Distance: 1.417
Nearest neighbor-24: Q96U88, Distance: 1.420
Nearest neighbor-25: G5EEG7, Distance: 1.437
Nearest neighbor-26: Q4R4I8, Distance: 1.438
Nearest neighbor-27: Q8BX09, Distance: 1.441
Nearest neighbor-28: Q8CFJ9, Distance: 1.451
Nearest neighbor-29: Q9LJN8, Distance: 1.461
Nearest neighbor-30: O43660, Distance: 1.463
Nearest neighbor-31: Q9WUC8, Distance: 1.467
Nearest neighbor-32: Q24246, Distance: 1.475
Nearest neighbor-33: Q8R2N2, Distance: 1.479
Nearest neighbor-34: Q8BH57, Distance: 1.483
Nearest neighbor-35: Q05B30, Distance: 1.487
Nearest neighbor-36: Q8GYE0, Distance: 1.491
Nearest neighbor-37: P0DL28, Distance: 1.494
Nearest neighbor-38: Q2T9T9, Distance: 1.498
Nearest neighbor-39: Q8C6G8, Distance: 1.512
Nearest neighbor-40: Q6TEN6, Distance: 1.517
Nearest neighbor-41: Q5VQ78, Distance: 1.525
Nearest neighbor-42: P93107, Distance: 1.525
Nearest neighbor-43: P54319, Distance: 1.550
Nearest neighbor-44: Q6KAU8, Distance: 1.581
Nearest neighbor-45: A2QPW4, Distance: 1.587
Nearest neighbor-46: B4GIJ0, Distance: 1.589
Nearest neighbor-47: Q9Y263, Distance: 1.598
Nearest neighbor-48: B4J8H6, Distance: 1.603
Nearest neighbor-49: Q9P4R5, Distance: 1.629
Nearest neighbor-50: Q5ZMV9, Distance: 1.656

Query: A0A009I3Y5
Nearest neighbor-1: P14181, Distance: 1.687
Nearest neighbor-2: A5UG81, Distance: 1.750
Nearest neighbor-3: P44033, Distance: 1.860
Nearest neighbor-4: Q4QLU9, Distance: 1.906
Nearest neighbor-5: A9KYL6, Distance: 1.985
Nearest neighbor-6: Q7MHY6, Distance: 2.003
Nearest neighbor-7: B2J946, Distance: 2.008
Nearest neighbor-8: Q8E9R5, Distance: 2.014
Nearest neighbor-9: A1SW96, Distance: 2.021
Nearest neighbor-10: Q8EIL1, Distance: 2.030
Nearest neighbor-11: Q7MAX6, Distance: 2.032
Nearest neighbor-12: Q7VP87, Distance: 2.039
Nearest neighbor-13: Q87PM1, Distance: 2.044
Nearest neighbor-14: A3DA85, Distance: 2.047
Nearest neighbor-15: A3D8E4, Distance: 2.056
Nearest neighbor-16: P75612, Distance: 2.058
Nearest neighbor-17: B0VRJ4, Distance: 2.063
Nearest neighbor-18: A3QHZ8, Distance: 2.106
Nearest neighbor-19: B0V636, Distance: 2.109
Nearest neighbor-20: Q5WWF9, Distance: 2.111
Nearest neighbor-21: P20098, Distance: 2.112
Nearest neighbor-22: A6VLF9, Distance: 2.114
Nearest neighbor-23: E1WH94, Distance: 2.116
Nearest neighbor-24: Q9CPH1, Distance: 2.116
Nearest neighbor-25: Q6G4C4, Distance: 2.116
Nearest neighbor-26: B8CI04, Distance: 2.117
Nearest neighbor-27: P54504, Distance: 2.131
Nearest neighbor-28: P0DMD0, Distance: 2.137
Nearest neighbor-29: A1RP91, Distance: 2.138
Nearest neighbor-30: Q7VM59, Distance: 2.141
Nearest neighbor-31: B4ET17, Distance: 2.150
Nearest neighbor-32: Q3IHQ6, Distance: 2.156
Nearest neighbor-33: C5BC48, Distance: 2.183
Nearest neighbor-34: B2TWG0, Distance: 2.197
Nearest neighbor-35: Q12SP8, Distance: 2.200
Nearest neighbor-36: Q7MIT5, Distance: 2.211
Nearest neighbor-37: B1LNS5, Distance: 2.218
Nearest neighbor-38: Q5E320, Distance: 2.226
Nearest neighbor-39: B1IRN3, Distance: 2.241
Nearest neighbor-40: A8GL74, Distance: 2.241
Nearest neighbor-41: Q0I4C6, Distance: 2.246
Nearest neighbor-42: B5BJN9, Distance: 2.249
Nearest neighbor-43: Q5PK68, Distance: 2.249
Nearest neighbor-44: P45544, Distance: 2.253
Nearest neighbor-45: B5BG31, Distance: 2.262
Nearest neighbor-46: Q0I208, Distance: 2.332
Nearest neighbor-47: Q6D3S2, Distance: 2.351
Nearest neighbor-48: Q2NQZ6, Distance: 2.397
Nearest neighbor-49: A9MRB9, Distance: 2.424
Nearest neighbor-50: B5F512, Distance: 2.458

Query: A0A009HQC9
Nearest neighbor-1: Q0HR19, Distance: 0.519
Nearest neighbor-2: Q0HMR2, Distance: 0.521
Nearest neighbor-3: A0KGL5, Distance: 0.521
Nearest neighbor-4: A1A7A6, Distance: 0.573
Nearest neighbor-5: A7ZW09, Distance: 0.579
Nearest neighbor-6: B0BT63, Distance: 0.579
Nearest neighbor-7: A7MSB2, Distance: 0.586
Nearest neighbor-8: Q48LP5, Distance: 0.609
Nearest neighbor-9: B5FI41, Distance: 0.610
Nearest neighbor-10: Q5PDF0, Distance: 0.613
Nearest neighbor-11: Q3KGV8, Distance: 0.669
Nearest neighbor-12: Q9HYT6, Distance: 0.745
Nearest neighbor-13: A7FKM4, Distance: 0.940
Nearest neighbor-14: C5BEJ2, Distance: 0.943
Nearest neighbor-15: B5F076, Distance: 0.987
Nearest neighbor-16: A9MTI2, Distance: 0.987
Nearest neighbor-17: Q57RF9, Distance: 0.987
Nearest neighbor-18: C0PWY7, Distance: 0.987
Nearest neighbor-19: Q5X0E6, Distance: 0.999
Nearest neighbor-20: A4W8C2, Distance: 1.027
Nearest neighbor-21: A7ZY35, Distance: 1.051
Nearest neighbor-22: B7NA78, Distance: 1.051
Nearest neighbor-23: Q3K063, Distance: 1.067
Nearest neighbor-24: B8G8R1, Distance: 1.109
Nearest neighbor-25: A9WT85, Distance: 1.115
Nearest neighbor-26: B2UCW7, Distance: 1.118
Nearest neighbor-27: Q50939, Distance: 1.140
Nearest neighbor-28: Q1JBD1, Distance: 1.148
Nearest neighbor-29: Q99ZA5, Distance: 1.154
Nearest neighbor-30: C0MBD7, Distance: 1.170
Nearest neighbor-31: Q8ZQN7, Distance: 1.172
Nearest neighbor-32: P52126, Distance: 1.176
Nearest neighbor-33: Q54986, Distance: 1.196
Nearest neighbor-34: B1IC35, Distance: 1.199
Nearest neighbor-35: B0TGY6, Distance: 1.201
Nearest neighbor-36: Q47EI2, Distance: 1.202
Nearest neighbor-37: Q884C9, Distance: 1.206
Nearest neighbor-38: A1VDN0, Distance: 1.212
Nearest neighbor-39: Q7W8V6, Distance: 1.219
Nearest neighbor-40: Q03AL7, Distance: 1.219
Nearest neighbor-41: Q3SIK7, Distance: 1.221
Nearest neighbor-42: Q8CWX7, Distance: 1.227
Nearest neighbor-43: A3CNJ9, Distance: 1.237
Nearest neighbor-44: Q49VV6, Distance: 1.241
Nearest neighbor-45: P0C9B2, Distance: 1.249
Nearest neighbor-46: Q3Z9B4, Distance: 1.276
Nearest neighbor-47: Q71WT9, Distance: 1.288
Nearest neighbor-48: P18074, Distance: 1.364
Nearest neighbor-49: Q9T1Q7, Distance: 1.414
Nearest neighbor-50: Q65191, Distance: 1.425

Query: A0A009HN45
Nearest neighbor-1: A7MSB2, Distance: 0.681
Nearest neighbor-2: Q9ZDW2, Distance: 0.740
Nearest neighbor-3: B0BT63, Distance: 0.760
Nearest neighbor-4: P52126, Distance: 0.792
Nearest neighbor-5: Q0HMR2, Distance: 0.792
Nearest neighbor-6: Q0HR19, Distance: 0.796
Nearest neighbor-7: Q99ZA5, Distance: 0.806
Nearest neighbor-8: Q1JBD1, Distance: 0.807
Nearest neighbor-9: Q5X0E6, Distance: 0.828
Nearest neighbor-10: A1A7A6, Distance: 0.837
Nearest neighbor-11: A7ZW09, Distance: 0.845
Nearest neighbor-12: P0C9B2, Distance: 0.846
Nearest neighbor-13: Q03AL7, Distance: 0.856
Nearest neighbor-14: Q9ZKA0, Distance: 0.868
Nearest neighbor-15: Q50939, Distance: 0.869
Nearest neighbor-16: C0MBD7, Distance: 0.877
Nearest neighbor-17: Q5PDF0, Distance: 0.891
Nearest neighbor-18: Q54986, Distance: 0.891
Nearest neighbor-19: A7FKM4, Distance: 0.891
Nearest neighbor-20: Q49VV6, Distance: 0.896
Nearest neighbor-21: B1IC35, Distance: 0.898
Nearest neighbor-22: B5FI41, Distance: 0.898
Nearest neighbor-23: Q71WT9, Distance: 0.922
Nearest neighbor-24: A3CNJ9, Distance: 0.922
Nearest neighbor-25: Q8CWX7, Distance: 0.926
Nearest neighbor-26: Q8F8A9, Distance: 0.930
Nearest neighbor-27: P0DOQ3, Distance: 0.966
Nearest neighbor-28: P05807, Distance: 0.977
Nearest neighbor-29: A9MTI2, Distance: 0.983
Nearest neighbor-30: Q57RF9, Distance: 0.983
Nearest neighbor-31: C0PWY7, Distance: 0.983
Nearest neighbor-32: B5F076, Distance: 0.983
Nearest neighbor-33: A4W8C2, Distance: 0.990
Nearest neighbor-34: Q2WCN1, Distance: 0.994
Nearest neighbor-35: Q47EI2, Distance: 1.001
Nearest neighbor-36: Q6GIN3, Distance: 1.009
Nearest neighbor-37: Q5HHR0, Distance: 1.009
Nearest neighbor-38: Q8NXM0, Distance: 1.015
Nearest neighbor-39: B7NA78, Distance: 1.016
Nearest neighbor-40: A7ZY35, Distance: 1.016
Nearest neighbor-41: Q3SIK7, Distance: 1.039
Nearest neighbor-42: C5BEJ2, Distance: 1.040
Nearest neighbor-43: Q3Z9B4, Distance: 1.054
Nearest neighbor-44: Q631I6, Distance: 1.085
Nearest neighbor-45: Q641Y8, Distance: 1.148
Nearest neighbor-46: Q65191, Distance: 1.163
Nearest neighbor-47: Q5NVJ8, Distance: 1.167
Nearest neighbor-48: Q4WWE9, Distance: 1.214
Nearest neighbor-49: Q21489, Distance: 1.214
Nearest neighbor-50: P18074, Distance: 1.259

Query: A0A010Q8R4
Nearest neighbor-1: Q9P4R5, Distance: 1.221
Nearest neighbor-2: Q652L2, Distance: 1.226
Nearest neighbor-3: P0CS56, Distance: 1.244
Nearest neighbor-4: P0CS29, Distance: 1.268
Nearest neighbor-5: Q5NVM2, Distance: 1.330
Nearest neighbor-6: Q2UUT4, Distance: 1.341
Nearest neighbor-7: Q6CXX3, Distance: 1.349
Nearest neighbor-8: A1CBB8, Distance: 1.373
Nearest neighbor-9: Q9P7C0, Distance: 1.379
Nearest neighbor-10: Q24246, Distance: 1.385
Nearest neighbor-11: A2RAG5, Distance: 1.388
Nearest neighbor-12: Q9SU78, Distance: 1.397
Nearest neighbor-13: A1DE24, Distance: 1.432
Nearest neighbor-14: Q9VKK2, Distance: 1.434
Nearest neighbor-15: Q8BX09, Distance: 1.439
Nearest neighbor-16: Q5ZMV9, Distance: 1.462
Nearest neighbor-17: Q20059, Distance: 1.473
